Date,2018-07-31,2017-07-31
Cash and cash equivalents,72965.0,144813.0
Short-term investments,2750078.0,10557.0
Cash and short-term investments,2823043.0,155370.0
Receivables,152516.0,7730.0
Inventories,0.0,0.0
Total current assets,3697376.0,1232433.0
Property Plant & Equipment Net,49378.0,40068.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,49378.0,40068.0
Total assets,3746754.0,1272501.0
Payables,31366.0,583729.0
Short-term debt,0.0,0.0
Total current liabilities,1731964.0,1846642.0
Long-term debt,0.0,0.0
Total debt,0.0,0.0
Deferred revenue,547235.0,1011296.0
Tax Liabilities,861684.0,207371.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,0.0,0.0
Total liabilities,1731964.0,1846642.0
Other comprehensive income,-58074.0,55017.0
Retained earnings (deficit),1038889.0,-693269.0
Total shareholders equity,2014790.0,-574141.0
Investments,2750078.0,10557.0
Net Debt,,
Other Assets,,
Other Liabilities,1700598.0,1262913.0
