Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,21555000.0,21000000.0,22639000.0,22000000.0,22464000.0,21000000.0,23988000.0,22000000.0,24157000.0,22000000.0,32645000.0,0.0
Stock-based compensation,865000.0,1000000.0,928000.0,1000000.0,687000.0,1000000.0,511000.0,1000000.0,890000.0,1000000.0,874000.0,0.0
Operating Cash Flow,49203000.0,49000000.0,44479000.0,44000000.0,36773000.0,37000000.0,23643000.0,24000000.0,45786000.0,46000000.0,10329000.0,0.0
Capital Expenditure,18160000.0,-18000000.0,20054000.0,-20000000.0,19937000.0,-20000000.0,17875000.0,-18000000.0,16115000.0,-16000000.0,18145000.0,0.0
Acquisitions and disposals,-1044000.0,,-0.0,,-400000.0,,-3600000.0,,-7673000.0,,-0.0,-0.0
Investment purchases and sales,0.0,0,0.0,0,0.0,0,-630000.0,0,-4619000.0,0,-2597000.0,0.0
Investing Cash flow,-19204000.0,-19000000.0,-20054000.0,-20000000.0,-20337000.0,-20000000.0,-20669000.0,-21000000.0,-23788000.0,-24000000.0,-17881000.0,0.0
Issuance (repayment) of debt,-27650000.0,-44000000.0,-28850000.0,-44000000.0,-140000000.0,-141000000.0,-35008000.0,-36000000.0,-1290000.0,-1000000.0,-0.0,-0.0
Issuance (buybacks) of shares,-8493000.0,000000.0,-4930000.0,000000.0,-8645000.0,000000.0,-630000.0,-1000000.0,-4619000.0,-5000000.0,-2597000.0,0.0
Dividend payments,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Financing Cash Flow,-26436000.0,-26000000.0,-28140000.0,-28000000.0,-42178000.0,-42000000.0,-36580000.0,-37000000.0,-5909000.0,-6000000.0,-3735000.0,0.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,3563000.0,4000000.0,-3715000.0,-4000000.0,-25742000.0,-26000000.0,-33606000.0,-34000000.0,16089000.0,16000000.0,-11287000.0,0.0
Free Cash Flow,31043000.0,31000000.0,24425000.0,24000000.0,16836000.0,17000000.0,5768000.0,6000000.0,29671000.0,30000000.0,-7816000.0,0.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
