Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,0.0,0.0,0.0,
Stock-based compensation,199556.0,199556.0,0.0,
Operating Cash Flow,-761834.0,-761834.0,-317379.0,-18000.0
Capital Expenditure,0.0,0.0,0.0,
Acquisitions and disposals,-0.0,-100000.0,0.0,
Investment purchases and sales,0.0,0.0,0.0,
Investing Cash flow,-100000.0,-100000.0,0.0,
Issuance (repayment) of debt,-0.0,0.0,350000.0,
Issuance (buybacks) of shares,1869796.0,2056000.0,100000.0,
Dividend payments,-0.0,0.0,0.0,
Financing Cash Flow,2056000.0,2056000.0,450000.0,30000.0
Effect of forex changes on cash,34886.0,34886.0,-2844.0,0.0
Net cash flow / Change in cash,1229052.0,1229052.0,129777.0,12000.0
Free Cash Flow,-761834.0,-761834.0,-317379.0,
Net Cash/Marketcap,0.0,0.0024,0.0024,0.0024
