Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,5071201.1577,1159008.4643,649964.0029
Stock-based compensation,32806801.7366,6062273.2769,7501511.879
Operating Cash Flow,103829377.7135,36645102.7811,-60540100.7919
Capital Expenditure,-10824023.1548,-5615326.4813,-431.9654
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,-642557887.1201,-77720979.4438,-13678905.6875
Investing Cash flow,-660991606.3676,-84576934.7037,-13842332.6134
Issuance (repayment) of debt,0.0,0.0,0.0
Issuance (buybacks) of shares,174782778.5818,0.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,597230246.0203,117056831.9226,75273290.1368
Effect of forex changes on cash,-1502604.9204,-3172007.2551,0.0
Net cash flow / Change in cash,40068017.3661,69125000.0,890856.7315
Free Cash Flow,93005354.5586,31029776.2999,-60540532.7574
Net Cash/Marketcap,2.2915,0.5767,0.5767
