Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Revenue,20863500000.0,21991200000.0,21034300000.0,19654100000.0,19329900000.0,20762800000.0,20250500000.0,20678000000.0,22006000000.0,18866500000.0,16038700000.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2553
Cost of Revenue,17488400000.0,18412200000.0,17549700000.0,16320300000.0,16034100000.0,17274600000.0,16883800000.0,17236000000.0,18299700000.0,15621100000.0,13220500000.0
Gross Profit,3375100000.0,3579000000.0,3484600000.0,3333800000.0,3295800000.0,3488200000.0,3366700000.0,3442000000.0,3706300000.0,3245400000.0,2818200000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,2730200000.0,2782300000.0,2696400000.0,2583000000.0,2606900000.0,0.0,0.0,3030300000.0,3182100000.0,3367400000.0,2776500000.0
Operating Expenses,2730200000.0,2782300000.0,2696400000.0,2583000000.0,2606900000.0,105800000.0,93200000.0,3030300000.0,3182100000.0,3367400000.0,2776500000.0
Operating Income,644900000.0,796700000.0,788200000.0,750800000.0,688900000.0,719900000.0,511900000.0,411700000.0,524200000.0,-122000000.0,41700000.0
Interest Expense,44400000.0,47000000.0,38200000.0,37900000.0,36000000.0,35900000.0,37100000.0,41800000.0,42800000.0,0.0,64600000.0
Earnings before Tax,685500000.0,754700000.0,737300000.0,701300000.0,660700000.0,681600000.0,475500000.0,368400000.0,479900000.0,-165200000.0,-22900000.0
Income Tax Expense,219800000.0,198000000.0,191900000.0,257600000.0,241500000.0,254000000.0,187500000.0,170800000.0,228300000.0,98400000.0,-13700000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,465700000.0,556700000.0,545400000.0,443700000.0,419200000.0,427600000.0,288000000.0,197600000.0,251600000.0,-263600000.0,-9200000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,465700000.0,556700000.0,545400000.0,443700000.0,419200000.0,427600000.0,288000000.0,197600000.0,251600000.0,-263600000.0,-9200000.0
EPS,7.78,8.62,8.13,6.33,5.46,5.38,3.69,2.49,3.08,-3.26,-0.12
EPS Diluted,7.72,8.56,8.04,6.27,5.4,5.3,3.62,2.47,3.04,-3.26,-0.12
Weighted Average Shs Out,59900000.0,64600000.0,67100000.0,70100000.0,76800000.0,79500000.0,78000000.0,79500000.0,81600000.0,81000000.0,78455863.0
Weighted Average Shs Out (Dil),60300000.0,65100000.0,67900000.0,70800000.0,77700000.0,80700000.0,79600000.0,80100000.0,82800000.0,81000000.0,78300000.0
Dividend per Share,2.14427860697,1.955453149,1.82179675994,1.67231638418,1.55727155727,0.957868649318,0.904522613065,0.846441947566,0.786231884058,0.0,0.74
Gross Margin,0.161770556235,0.162746916949,0.16566275084,0.169623640869,0.17050269272,0.168002388888,0.166252685119,0.166457104169,0.168422248478,0.172019187449,0.1757
EBITDA Margin,0.03461068373,0.0401296882389,0.0414846227352,0.0425407421352,0.0396587669879,0.0387086520123,0.0299350633318,0.0247702872618,0.0285649368354,-0.000630747621445,0.009
EBIT Margin,0.0309104416804,0.0362281276147,0.0374721288562,0.038200680774,0.0356390876311,0.0346725875123,0.0252783881879,0.0199100493278,0.023820776152,-0.00646648821986,0.0026
Profit Margin,0.0223212787883,0.0253146713231,0.0259290777444,0.0225754422741,0.0216866098635,0.0205945248232,0.0142218710649,0.00955604990811,0.0114332454785,-0.013971854875,-0.001
Free Cash Flow margin,0.0364991492319,0.019025792135,0.0164588315276,0.0276329111992,0.0237559428657,0.0122671316007,0.0173822868571,0.0125544056485,0.000195401254203,0.00655129462274,0.0239
EBITDA,722100000.0,882500000.0,872600000.0,836100000.0,766600000.0,803700000.0,606200000.0,512200000.0,628600000.0,-11900000.0,138900000.0
EBIT,644900000.0,796700000.0,788200000.0,750800000.0,688900000.0,719900000.0,511900000.0,411700000.0,524200000.0,-122000000.0,41700000.0
Consolidated Income,465700000.0,556700000.0,545400000.0,443700000.0,419200000.0,427600000.0,288000000.0,197600000.0,251600000.0,-263600000.0,-9200000.0
Earnings Before Tax Margin,0.0328564238982,0.0343182727637,0.0350522717656,0.0356821223053,0.0341802078645,0.0328279422814,0.0234809017061,0.0178160363672,0.0218076888121,-0.00875626109771,-0.0014
Net Profit Margin,0.0223212787883,0.0253146713231,0.0259290777444,0.0225754422741,0.0216866098635,0.0205945248232,0.0142218710649,0.00955604990811,0.0114332454785,-0.013971854875,-0.0006
