Date,2018-12-31,2017-12-31
Cash and cash equivalents,127000.0,4691000.0
Short-term investments,0.0,0.0
Cash and short-term investments,127000.0,4691000.0
Receivables,23325000.0,11373000.0
Inventories,0.0,0.0
Total current assets,24537000.0,16770000.0
Property Plant & Equipment Net,776000.0,597000.0
Goodwill and Intangible Assets,15739000.0,17222000.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,16787000.0,18191000.0
Total assets,41324000.0,34961000.0
Payables,15578000.0,5130000.0
Short-term debt,253000.0,3556000.0
Total current liabilities,30202000.0,17770000.0
Long-term debt,0.0,1632000.0
Total debt,253000.0,5188000.0
Deferred revenue,0.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,0.0,6501000.0
Total liabilities,30202000.0,24271000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-104854000.0,-104556000.0
Total shareholders equity,-95115000.0,-97622000.0
Investments,0.0,0.0
Net Debt,126000.0,497000.0
Other Assets,1085000.0,706000.0
Other Liabilities,14371000.0,9084000.0
