Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,140669000.0,122316000.0,112720000.0,105888000.0
Revenue Growth,0.15004578305373,0.0851312987934705,0.0645210033242671,
Cost of Revenue,0.0,0.0,0.0,0.0
Gross Profit,140669000.0,122316000.0,112720000.0,105888000.0
R&D Expenses,0.0,0.0,0.0,0.0
SG&A Expense,72539000.0,68411000.0,63837000.0,60840000.0
Operating Expenses,82016000.0,78292000.0,73502000.0,70961000.0
Operating Income,58653000.0,44024000.0,39218000.0,34927000.0
Interest Expense,0.0,0.0,0.0,0.0
Earnings before Tax,58653000.0,44024000.0,39218000.0,34927000.0
Income Tax Expense,11364000.0,16453000.0,12010000.0,10791000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,47289000.0,27571000.0,27208000.0,24136000.0
Preferred Dividends,0.0,0.0,0.0,0.0
Net Income Com,47289000.0,27571000.0,27208000.0,24136000.0
EPS,1.9,1.23,1.23,1.07
EPS Diluted,1.89,1.22,1.22,1.06
Weighted Average Shs Out,25961584.0,25045812.0,22000000.0,22000000.0
Weighted Average Shs Out (Dil),25961584.0,25045812.0,,
Dividend per Share,0.2,0.05,0.0,0.0
Gross Margin,1.0,1.0,1.0,1.0
EBITDA Margin,0.447,0.396,0.387,0.377
EBIT Margin,0.417,0.3599,0.3479,0.3298
Profit Margin,0.336,0.225,0.241,0.228
Free Cash Flow margin,0.3414,0.3072,0.3329,0.2837
EBITDA,62947000.0,48456000.0,43644000.0,39875000.0
EBIT,58653000.0,44024000.0,39218000.0,34927000.0
Consolidated Income,47289000.0,27571000.0,27208000.0,24136000.0
Earnings Before Tax Margin,0.417,0.3599,0.3479,0.3298
Net Profit Margin,0.3362,0.2254,0.2414,0.2279
