Date,2018-08-31,2017-08-31
Revenue,51744000.0,37251000.0
Revenue Growth,0.389063380848836,
Cost of Revenue,43629000.0,32835000.0
Gross Profit,8115000.0,4416000.0
R&D Expenses,0.0,0.0
SG&A Expense,5965000.0,3364000.0
Operating Expenses,6252000.0,3389000.0
Operating Income,1863000.0,1027000.0
Interest Expense,128000.0,85000.0
Earnings before Tax,1747000.0,947000.0
Income Tax Expense,5000.0,240000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,1742000.0,707000.0
Preferred Dividends,0.0,0.0
Net Income Com,1742000.0,707000.0
EPS,0.35,0.14
EPS Diluted,0.34,0.14
Weighted Average Shs Out,7900000.0,7900000.0
Weighted Average Shs Out (Dil),5000046.0,5000000.0
Dividend per Share,0.0,0.0
Gross Margin,0.1568,0.1185
EBITDA Margin,0.069,0.064
EBIT Margin,0.0362,0.0277
Profit Margin,0.034,0.019
Free Cash Flow margin,-0.026,-0.0828
EBITDA,3550000.0,2402000.0
EBIT,1875000.0,1032000.0
Consolidated Income,1742000.0,707000.0
Earnings Before Tax Margin,0.0338,0.0254
Net Profit Margin,0.0337,0.019
