Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,39000000.0,39000000.0,40400000.0,40000000.0,35800000.0,36000000.0,23500000.0,24000000.0,19300000.0,19000000.0,17500000.0,19800000.0
Stock-based compensation,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Operating Cash Flow,177500000.0,178000000.0,223500000.0,224000000.0,375100000.0,375000000.0,405300000.0,405000000.0,488900000.0,489000000.0,571400000.0,513000000.0
Capital Expenditure,27200000.0,-27000000.0,33100000.0,-33000000.0,87800000.0,-88000000.0,67100000.0,-67000000.0,99600000.0,-100000000.0,46700000.0,6800000.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Investment purchases and sales,0.0,16000000,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Investing Cash flow,-10900000.0,-11000000.0,-32900000.0,-33000000.0,-86900000.0,-87000000.0,-67100000.0,-67000000.0,-94200000.0,-94000000.0,-43500000.0,-9300000.0
Issuance (repayment) of debt,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Issuance (buybacks) of shares,-81500000.0,,-39500000.0,,-106400000.0,,-113000000.0,,-86900000.0,,-149400000.0,-179800000.0
Dividend payments,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Financing Cash Flow,-124600000.0,-125000000.0,-257500000.0,-258000000.0,-294800000.0,-295000000.0,-312100000.0,-312000000.0,-457200000.0,-457000000.0,-558300000.0,-448700000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,81500000.0,42000000.0,39500000.0,-67000000.0,106400000.0,-7000000.0,113000000.0,26000000.0,86900000.0,-62000000.0,149400000.0,179800000.0
Free Cash Flow,150300000.0,150000000.0,190400000.0,190000000.0,287300000.0,287000000.0,338200000.0,338000000.0,389300000.0,389000000.0,524700000.0,506200000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
