Date,2018-12-31,2017-12-31
Cash and cash equivalents,39643000.0,51923000.0
Short-term investments,0.0,1806000.0
Cash and short-term investments,39643000.0,53729000.0
Receivables,2850000.0,639000.0
Inventories,5131000.0,2523000.0
Total current assets,48736000.0,57859000.0
Property Plant & Equipment Net,2619000.0,1372000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,4685000.0,1445000.0
Total assets,53421000.0,59304000.0
Payables,1487000.0,1148000.0
Short-term debt,1667000.0,0.0
Total current liabilities,9371000.0,4541000.0
Long-term debt,13383000.0,0.0
Total debt,15050000.0,0.0
Deferred revenue,0.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,13832000.0,586000.0
Total liabilities,23203000.0,5127000.0
Other comprehensive income,0.0,-1000.0
Retained earnings (deficit),-126865000.0,-85763000.0
Total shareholders equity,-122588000.0,-83292000.0
Investments,0.0,1806000.0
Net Debt,-24593000.0,-53729000.0
Other Assets,1112000.0,968000.0
Other Liabilities,6217000.0,3393000.0
