Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,50721.0,55938.0,77523.0,53465.0,37908.0,1560.0,581.0,633.0
Stock-based compensation,1798655.0,3493731.0,4297778.0,7061622.0,6280629.0,657812.0,2223926.0,2173377.0
Operating Cash Flow,-20571056.0,-21553346.0,-20789237.0,-18543768.0,-14348754.0,-6292416.0,-5212710.0,-517592.0
Capital Expenditure,-96092.0,-24739.0,-59960.0,-47788.0,-151688.0,-16592.0,-2359.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-96092.0,-24739.0,-109819.0,-47788.0,-186421.0,-16592.0,-2359.0,0.0
Issuance (repayment) of debt,0.0,0.0,-265695.0,-283552.0,-161841.0,-140000.0,0.0,645888.0
Issuance (buybacks) of shares,16981086.0,18814634.0,16040772.0,37811579.0,15870452.0,6363705.0,5129940.0,5379367.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,16981086.0,18814634.0,15775077.0,37528027.0,15708611.0,6223705.0,5129940.0,6025255.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-3686062.0,-2763451.0,-5123979.0,18936471.0,1173436.0,-85303.0,-85129.0,5507663.0
Free Cash Flow,-20667148.0,-21578085.0,-20849197.0,-18591556.0,-14500442.0,-6309008.0,-5215069.0,-517592.0
Net Cash/Marketcap,0.3091,0.3441,0.4052,0.1872,0.0365,0.0386,0.303,0.303
