Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,14724000.0,23649000.0,10684000.0,4347000.0,1570000.0
Short-term investments,32914000.0,26906000.0,14046000.0,5335000.0,0.0
Cash and short-term investments,47638000.0,50555000.0,24730000.0,9682000.0,1570000.0
Receivables,0.0,0.0,0.0,0.0,11562000.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,49287000.0,51135000.0,25570000.0,9995000.0,13679000.0
Property Plant & Equipment Net,2319000.0,687000.0,522000.0,427000.0,126000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0
Long-term investments,16804000.0,484000.0,752000.0,3189000.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,19524000.0,1206000.0,1309000.0,4582000.0,126000.0
Total assets,68811000.0,52341000.0,26879000.0,14577000.0,13805000.0
Payables,1880000.0,1700000.0,1519000.0,2183000.0,348000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0
Total current liabilities,4247000.0,4434000.0,3501000.0,3546000.0,1605000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,193000.0,31000.0,27000.0,6000.0,0.0
Total liabilities,12951000.0,17593000.0,9861000.0,3552000.0,1605000.0
Other comprehensive income,157931000,113984000,68559000,-18000.0,0.0
Retained earnings (deficit),-102068000.0,-79214000.0,-51535000.0,-34169000.0,-22605000.0
Total shareholders equity,55860000.0,34748000.0,17018000.0,11025000.0,12200000.0
Investments,49718000.0,27390000.0,14798000.0,8524000.0,0.0
Net Debt,-14724000.0,-23649000.0,-10684000.0,-9682000.0,-1570000.0
Other Assets,0.0,0.0,0.0,313000.0,547000.0
Other Liabilities,8511000.0,13128000.0,6333000.0,1363000.0,1257000.0
