Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,476064833.5745,427283555.0181,361925413.9669,326594823.6019,246768629.4801,165838542.697
Revenue Growth,0.114166056670104,0.180584558389639,0.10817865995349,0.323485988838939,0.488005293986245,
Cost of Revenue,91693053.5456,93117291.4148,81154787.617,80824064.0887,51994280.5941,33843525.2226
Gross Profit,384371780.0289,334166263.6034,280770626.3499,245770759.5132,194774348.886,131995017.4744
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,100160202.6049,86055018.1378,80223902.0878,66976428.9016,48255099.774,34984994.7247
Operating Expenses,250287264.8336,216718561.0641,184688696.9042,159686026.8063,105477917.3394,70633497.5272
Operating Income,134084515.1954,117447702.5393,96081929.4456,86084732.7068,89296431.5467,61361519.9472
Interest Expense,1451230.1013,3646916.5659,2777393.8085,2472654.4446,0.0,0.0
Earnings before Tax,149582778.5818,145406287.7872,115453707.7034,102559235.865,96520160.155,68580547.9723
Income Tax Expense,32173661.3603,30091444.9819,22749748.0202,20010321.9843,24425737.9722,16498823.9367
Net Income - Non-Controlling int,-1092764.11,-160368.8029,-6614542.8366,-1467108.3038,2798362.9319,1619108.1438
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,117409117.2214,115314842.8053,92703959.6832,82548913.8808,72094422.1828,52081724.0356
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,117409117.2214,115314842.8053,92703959.6832,82548913.8808,72094422.1828,52081724.0356
EPS,2.0043,2.039,1.6465,1.4697,1.2932,0.9479
EPS Diluted,1.9298,1.9574,1.5896,1.4104,1.277,0.9298
Weighted Average Shs Out,4153427.3517,4267129.3833,4041978.1138,4324686.1809,,
Weighted Average Shs Out (Dil),4238552.9667,4273826.6324,4053295.7523,4326840.3944,4500080.8847,4530192.8783
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0231
Gross Margin,0.8074,0.7821,0.7758,0.7525,0.7893,0.7959
EBITDA Margin,0.0499,0.0571,0.0505,0.0521,0.0655,0.0707
EBIT Margin,0.3173,0.3488,0.3267,0.3216,0.3911,0.4135
Profit Margin,0.0357,0.0408,0.0369,0.039,0.0471,0.0518
Free Cash Flow margin,0.2739,0.1683,0.2327,0.2542,0.3469,0.5291
EBITDA,164388856.7294,161441958.8875,127060475.162,110334309.0433,100136396.5128,71083639.7956
EBIT,151034008.6831,149053204.3531,118231101.5119,105031890.3097,96520160.155,68580547.9723
Consolidated Income,116316353.1114,115154474.0024,86089416.8467,81081805.577,74892785.1146,53700832.1794
Earnings Before Tax Margin,0.3142,0.3403,0.319,0.314,0.3911,0.4135
Net Profit Margin,0.2466,0.2699,0.2561,0.2528,0.2922,0.3141
