Date,2018-12-31,2017-12-31
Cash and cash equivalents,177873000.0,33207000.0
Short-term investments,1254000.0,0.0
Cash and short-term investments,179127000.0,33207000.0
Receivables,44591000.0,38937000.0
Inventories,0.0,0.0
Total current assets,238090000.0,74311000.0
Property Plant & Equipment Net,12162000.0,13460000.0
Goodwill and Intangible Assets,537022000.0,540198000.0
Long-term investments,37085000.0,7374000.0
Tax assets,944000.0,958000.0
Total non-current assets,587213000.0,561989000.0
Total assets,825303000.0,636300000.0
Payables,17957000.0,21401000.0
Short-term debt,0.0,0.0
Total current liabilities,34002000.0,36850000.0
Long-term debt,0.0,0.0
Total debt,0.0,0.0
Deferred revenue,1932000.0,1472000.0
Tax Liabilities,15278000.0,15537000.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,15841000.0,15947000.0
Total liabilities,49843000.0,52797000.0
Other comprehensive income,316000.0,1605000.0
Retained earnings (deficit),36432000.0,5366000.0
Total shareholders equity,775460000.0,583503000.0
Investments,38339000.0,7374000.0
Net Debt,,
Other Assets,14372000.0,
Other Liabilities,16045000.0,15449000.0
