Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,11449000000.0,10286000000.0,1581000000.0,465000000.0,455000000.0,420990000.0
Revenue Growth,0.113066303713786,5.50600885515497,2.4,0.021978021978022,0.0807857668828238,
Cost of Revenue,2034000000.0,1880000000.0,526000000.0,352000000.0,354000000.0,328246000.0
Gross Profit,9415000000.0,8406000000.0,1055000000.0,113000000.0,101000000.0,92744000.0
R&D Expenses,1124000000.0,949000000.0,150000000.0,0.0,0.0,0.0
SG&A Expense,6552000000.0,5924000000.0,776000000.0,50000000.0,43000000.0,35665000.0
Operating Expenses,10115000000.0,11399000000.0,1444000000.0,103000000.0,91000000.0,83339000.0
Operating Income,-700000000.0,-2993000000.0,-389000000.0,10000000.0,10000000.0,9405000.0
Interest Expense,135000000.0,125000000.0,19000000.0,1000000.0,3000000.0,2992000.0
Earnings before Tax,-342000000.0,-1333000000.0,1841000000.0,444000000.0,66000000.0,35596000.0
Income Tax Expense,-214000000.0,-1141000000.0,-451000000.0,163000000.0,21000000.0,10099000.0
Net Income - Non-Controlling int,-515000000.0,-1813000000.0,-220000000.0,1000000.0,1000000.0,538000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-128000000.0,-192000000.0,2292000000.0,281000000.0,45000000.0,25497000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-128000000.0,-192000000.0,2292000000.0,281000000.0,45000000.0,25497000.0
EPS,-2.25,-3.37,40.21,4.94,0.8,
EPS Diluted,-2.25,-3.37,39.52,4.94,0.8,
Weighted Average Shs Out,,,,,,
Weighted Average Shs Out (Dil),57315762.0,57252524.0,56962705.0,,,
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.8223,0.8172,0.6673,0.243,0.222,0.2203
EBITDA Margin,0.151,0.103,1.481,1.002,0.193,0.138
EBIT Margin,-0.0181,-0.1174,1.1765,0.957,0.1516,0.0917
Profit Margin,-0.011,-0.019,1.45,0.604,0.099,0.061
Free Cash Flow margin,0.094,0.1093,0.0259,0.0366,0.044,0.0035
EBITDA,1729000000.0,1058000000.0,2341000000.0,466000000.0,88000000.0,57956000.0
EBIT,-207000000.0,-1208000000.0,1860000000.0,445000000.0,69000000.0,38588000.0
Consolidated Income,-643000000.0,-2005000000.0,2072000000.0,282000000.0,46000000.0,26035000.0
Earnings Before Tax Margin,-0.0299,-0.1296,1.1645,0.9548,0.1451,0.0846
Net Profit Margin,-0.0112,-0.0187,1.4497,0.6043,0.0989,0.0606
