Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,648847000.0,0.0,0.0,
Revenue Growth,0.0,0.0,0.0,
Cost of Revenue,533031000.0,0.0,0.0,
Gross Profit,115816000.0,0.0,0.0,91473000.0
R&D Expenses,0.0,0.0,,
SG&A Expense,34497000.0,875333.0,5000.0,
Operating Expenses,34497000.0,875333.0,336156000.0,399188000.0
Operating Income,-37969000.0,-875333.0,-5000.0,15943000.0
Interest Expense,0.0,0.0,-45376000.0,-37364000.0
Earnings before Tax,-70462000.0,1514526.0,-5000.0,
Income Tax Expense,352000.0,756969.0,0.0,
Net Income - Non-Controlling int,0.0,0.0,,
Net Income - Discontinued ops,0.0,0.0,,
Net Income,-65896000.0,757557.0,,
Preferred Dividends,0.0,0.0,,
Net Income Com,-65896000.0,757557.0,-5000.0,
EPS,-1.33,0.08,0.0,
EPS Diluted,-1.33,0.02,0.0,
Weighted Average Shs Out,47899318.0,9337694.0,9955000.0,
Weighted Average Shs Out (Dil),47899000.0,34225000.0,,
Dividend per Share,0.0,0.0,,
Gross Margin,0.178495084357,0.0,0.0,
EBITDA Margin,0.121839200921,0.0,,
EBIT Margin,-0.0585176474577,0.0,0.0,
Profit Margin,-0.10155861089,0.0,,
Free Cash Flow margin,-0.0988476482129,0.0,,
EBITDA,79055000.0,-875333.0,,
EBIT,-37969000.0,-875333.0,-41401000.0,15943000.0
Consolidated Income,-65896000.0,757557.0,,
Earnings Before Tax Margin,-0.108595709004,0.0,0.0,
Net Profit Margin,-0.10155861089,0.0,,
