Date,2019-12-31,2018-12-31,2018-02-15,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Revenue,733735000.0,652517000.0,0.0,728139000.0,0.0,0.0,0.0,0.0,0.0,0.0,60640000.0,44521000.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362053862222322,-0.0527
Cost of Revenue,256209000.0,226820000.0,0.0,253507000.0,0.0,362738000.0,102745000.0,96707000.0,101180000.0,86206000.0,30027000.0,25787000.0
Gross Profit,477526000.0,425697000.0,0.0,474632000.0,0.0,-362738000.0,-102745000.0,-96707000.0,-101180000.0,-86206000.0,30613000.0,18734000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,71947000.0,61027000.0,0.0,54459000.0,52400000.0,38534000.0,28253000.0,19952000.0,16497000.0,13038000.0,4493000.0,0.0
Operating Expenses,655557000.0,579740000.0,0.0,338029000.0,550232000.0,110724000.0,101993000.0,80891000.0,50258000.0,38678000.0,20405000.0,10908000.0
Operating Income,44488000.0,99729000.0,0.0,136603000.0,89407000.0,47388000.0,48677000.0,27960000.0,14718000.0,17305000.0,10208000.0,7826000.0
Interest Expense,105845000.0,83167000.0,0.0,90037000.0,76044000.0,50667000.0,25932000.0,25470000.0,19071000.0,17480000.0,8831000.0,8792000.0
Earnings before Tax,37668000.0,115839000.0,0.0,69226000.0,43758000.0,-16082000.0,23686000.0,1415000.0,0.0,-4788000.0,-2383000.0,-615000.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,25335000.0,0.0,0.0,0.0,0.0,0.0,0.0,-299000.0,-29000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,44488000.0,99729000.0,0.0,69226000.0,27218000.0,-16397000.0,9955000.0,-14833000.0,-17190000.0,-10434000.0,-2383000.0,-615000.0
Preferred Dividends,612000.0,0.0,0.0,1639000.0,-766000.0,-356000.0,-274000.0,0.0,0.0,0.0,867000.0,0.0
Net Income Com,44488000.0,99729000.0,0.0,67587000.0,27218000.0,-16397000.0,9955000.0,-14833000.0,-17190000.0,-10434000.0,-3250000.0,-615000.0
EPS,0.28,0.63,0.0,0.44,0.26,-0.19,0.15,-0.27,-0.41,-0.35,,
EPS Diluted,0.28,0.63,0.0,0.44,0.25,-0.19,0.15,-0.27,-0.41,-0.35,,
Weighted Average Shs Out,154404427.0,155445247.0,0.0,156060854.0,106188902.0,85927216.0,65792447.0,0.0,0.0,0.0,22217096.0,
Weighted Average Shs Out (Dil),156602408.0,155696486.0,0.0,153488730.0,110369055.0,85927216.0,66509447.0,0.0,0.0,0.0,22217096.0,
Dividend per Share,1.00780698085,1.0083914161,0.0,1.0,1.06750030613,0.88301475984,0.52572982602,0.0,0.0,0.0,0.192,0.0
Gross Margin,0.650815348866,0.652392198211,0.0,0.6518,0.0,0.0,0.0,0.0,0.0,0.0,0.5048,0.4208
EBITDA Margin,0.433359455389,0.516499953258,0.0,0.608,0.0,0.0,0.0,0.0,0.0,0.0,0.369,0.429
EBIT Margin,0.0606322446115,0.15283739734,0.0,0.2187,0.0,0.0,0.0,0.0,0.0,0.0,0.1063,0.1837
Profit Margin,0.0606322446115,0.15283739734,0.0,0.093,0.0,0.0,0.0,0.0,0.0,0.0,-0.054,-0.014
Free Cash Flow margin,0.392527274834,0.328920166065,0.0,-0.0755,0.0,0.0,0.0,0.0,0.0,0.0,-3.8677,-0.2453
EBITDA,317971000.0,337025000.0,0.0,442833000.0,346564000.0,346561000.0,132046000.0,93553000.0,69642000.0,63003000.0,22360000.0,19085000.0
EBIT,44488000.0,99729000.0,0.0,159263000.0,89407000.0,47388000.0,48677000.0,27960000.0,14718000.0,17305000.0,6448000.0,8177000.0
Consolidated Income,44488000.0,99729000.0,0.0,94561000.0,27218000.0,-16397000.0,9955000.0,-14833000.0,-17190000.0,-10434000.0,-2682000.0,-644000.0
Earnings Before Tax Margin,0.0513373356866,0.177526409274,0.0,0.0951,0.0,0.0,0.0,0.0,0.0,0.0,-0.0393,-0.0138
Net Profit Margin,0.0606322446115,0.15283739734,0.0,0.0951,0.0,0.0,0.0,0.0,0.0,0.0,-0.0393,-0.0138
