Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,139914000.0,33433000.0,33433000.0,24604000.0
Short-term investments,75473000.0,0.0,0.0,0.0
Cash and short-term investments,215387000.0,33433000.0,33433000.0,24604000.0
Receivables,103025000.0,76484000.0,67437000.0,33929000.0
Inventories,0.0,840000.0,1093000.0,1798000.0
Total current assets,416846000.0,144885000.0,155451000.0,286828000.0
Property Plant & Equipment Net,2051221000.0,1093357000.0,1055932000.0,871431000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,1011359000.0,0.0,0.0,0.0
Tax assets,10701000.0,0.0,0.0,0.0
Total non-current assets,2063140000.0,1094408000.0,1056847000.0,908014000.0
Total assets,2479986000.0,1239293000.0,1212298000.0,1194842000.0
Payables,51019000.0,72681000.0,69838000.0,113215000.0
Short-term debt,443000.0,24977000.0,0.0,0.0
Total current liabilities,380418000.0,323467000.0,191184000.0,169867000.0
Long-term debt,654861000.0,672581000.0,701175000.0,690178000.0
Total debt,655304000.0,697558000.0,701175000.0,690178000.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,1300000.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,782076000.0,969913000.0,1014128000.0,904080000.0
Total liabilities,1472490000.0,1293380000.0,1205312000.0,1073947000.0
Other comprehensive income,1334090000,0.0,0.0,0.0
Retained earnings (deficit),-327136000.0,-548351000.0,7000000.0,121000000.0
Total shareholders equity,1007496000.0,-54087000.0,6986000.0,120895000.0
Investments,1086832000.0,0.0,0.0,0.0
Net Debt,515390000.0,664125000.0,667742000.0,665574000.0
Other Assets,0.0,34128000.0,53488000.0,226497000.0
Other Liabilities,309996000.0,225809000.0,121346000.0,56652000.0
