Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,1906000.0,0000000.0,1178000.0,0000000.0,203000.0,0000000.0,329000.0,0000000.0,464000.0,0000000.0,0.0,0.0
Stock-based compensation,2618000.0,3000000.0,1676000.0,2000000.0,1029000.0,1000000.0,616000.0,1000000.0,421000.0,0000000.0,57000.0,0.0
Operating Cash Flow,-16498000.0,-16000000.0,-28480000.0,-28000000.0,-16703000.0,-17000000.0,107000.0,0000000.0,264000.0,0000000.0,0.0,0.0
Capital Expenditure,154000.0,-0000000.0,75000.0,-0000000.0,0.0,000000.0,412000.0,-0000000.0,43000.0,-0000000.0,0.0,0.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Investment purchases and sales,0.0,0,0.0,0,0.0,0,0.0,0,-2852000.0,0,0.0,0.0
Investing Cash flow,852000.0,1000000.0,-1081000.0,-1000000.0,0.0,000000.0,-412000.0,-0000000.0,131000.0,0000000.0,0.0,0.0
Issuance (repayment) of debt,-0.0,,-2414000.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Issuance (buybacks) of shares,-6945000.0,,-22487000.0,,-31287000.0,,-47990000.0,,-22131000.0,,0.0,0.0
Dividend payments,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Financing Cash Flow,150000.0,0000000.0,20690000.0,21000000.0,175000.0,0000000.0,164000.0,0000000.0,40322000.0,40000000.0,0.0,0.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,-15496000.0,-15000000.0,-8871000.0,-9000000.0,-16528000.0,-17000000.0,-141000.0,-0000000.0,40717000.0,41000000.0,0.0,0.0
Free Cash Flow,-16652000.0,-17000000.0,-28555000.0,-29000000.0,-16703000.0,-17000000.0,-305000.0,-0000000.0,221000.0,0000000.0,0.0,0.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
