Date,2018-12-31,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Revenue,0.0,843000.0,000000.0,1944000.0,1000000.0,1734000.0,2000000.0,1084000.0,2000000.0,69000.0,1000000.0,69000.0,699000.0
Revenue Growth,-1,1,-1,0.944,-0.423298731257209,-0.133,0.845018450184502,-0.458,27.9855072463768,-0.931,13.4927536231884,-0.901287553648069,0.0
Cost of Revenue,0.0,0.0,,-51000.0,,-342000.0,,-98000.0,,-423000.0,,-423000.0,360000.0
Gross Profit,0.0,843000.0,000000.0,1995000.0,1000000.0,2076000.0,2000000.0,1182000.0,2000000.0,492000.0,1000000.0,492000.0,339000.0
R&D Expenses,4237000.0,9477000.0,4000000.0,12382000.0,9000000.0,18277000.0,12000000.0,11277000.0,18000000.0,6592000.0,11000000.0,6592000.0,9206000.0
SG&A Expense,5254000.0,5516000.0,5000000.0,5732000.0,6000000.0,5894000.0,6000000.0,7781000.0,6000000.0,8580000.0,8000000.0,8580000.0,7521000.0
Operating Expenses,9491000.0,14993000.0,9000000.0,18165000.0,15000000.0,24513000.0,18000000.0,19156000.0,24000000.0,15595000.0,19000000.0,15595000.0,16727000.0
Operating Income,-9491000.0,-14150000.0,-9000000.0,-16170000.0,-14000000.0,-22437000.0,-16000000.0,-17974000.0,-22000000.0,-15103000.0,-18000000.0,-15103000.0,-16388000.0
Interest Expense,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Earnings before Tax,-8463000.0,-13774000.0,-8000000.0,-16486000.0,-14000000.0,-22649000.0,-16000000.0,-11880000.0,-23000000.0,-15107000.0,-12000000.0,-15107000.0,-15808000.0
Income Tax Expense,-993000.0,-1983000.0,-1000000.0,-2144000.0,-2000000.0,-3243000.0,-2000000.0,-1670000.0,-3000000.0,-1351000.0,-2000000.0,-1351000.0,-565000.0
Net Income - Non-Controlling int,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,-7470000.0,-11791000.0,-7000000.0,-14342000.0,-12000000.0,-19387000.0,-14000000.0,-10153000.0,-19000000.0,-13186000.0,-10000000.0,-13186000.0,-15243000.0
Preferred Dividends,201000.0,200000.0,,201000.0,,0.0,,0.0,,0.0,,0.0,364000.0
Net Income Com,-7470000.0,-11791000.0,-7000000.0,-14342000.0,-12000000.0,-19387000.0,-14000000.0,-10153000.0,-19000000.0,-13186000.0,-10000000.0,-13186000.0,-15243000.0
EPS,-1.95,-3.5,,-5.36,,-0.89,,-1.28,,-1.68,,-1.68,-0.32
EPS Diluted,-1.95,-3.5,,-5.36,,-0.89,,-1.28,,-1.68,,-1.68,-0.32
Weighted Average Shs Out,7631152.0,3424976.0,,2713096.0,,21955381.0,,15158225.0,,8291802.0,,8291802.0,50301144.0
Weighted Average Shs Out (Dil),7631152.0,3424976.0,,2713096.0,,21955381.0,,15158225.0,,8291802.0,,8291802.0,50301144.0
Dividend per Share,0.0263394045879,0.0583945697722,,0.0740851042499,,0.00910938416418,,0.0201210893756,,0.0,,0.0,0.00723641593519
Gross Margin,0.0,1.0,,1.0262345679,1,1.19723183391,1,1.09040590406,1,7.13043478261,1,7.13043478261,0.484978540773
EBITDA Margin,0.0,-16.6275207592,,-8.20987654321,-14,-12.839100346,-8,-16.5166051661,-11,-218.014492754,-12,-218.014492754,-23.1001430615
EBIT Margin,0.0,-16.7852906287,,-8.31790123457,-14,-12.9394463668,-8,-16.5811808118,-11,-218.884057971,-12,-218.884057971,-23.4449213162
Profit Margin,0.0,-13.9869513642,,-7.37757201646,-12,-11.1805074971,-7,-9.36623616236,-9.5,-191.101449275,-10,-191.101449275,-21.8068669528
Free Cash Flow margin,0.0,-11.9596678529,,-7.45576131687,,-10.9636678201,,-16.9806273063,,-174.710144928,,-174.710144928,-20.0042918455
EBITDA,-9459000.0,-14017000.0,-9000000.0,-15960000.0,-14000000.0,-22263000.0,-16000000.0,-17904000.0,-22000000.0,-15043000.0,-12000000.0,-15043000.0,-16147000.0
EBIT,-9491000.0,-14150000.0,-8000000,-16170000.0,-14000000,-22437000.0,-16000000,-17974000.0,-22000000,-15103000.0,-12000000,-15103000.0,-16388000.0
Consolidated Income,-7470000.0,-11791000.0,-7000000.0,-14342000.0,-12000000.0,-19387000.0,-14000000.0,-10153000.0,-19000000.0,-13186000.0,-10000000.0,-13186000.0,-15243000.0
Earnings Before Tax Margin,0.0,-16.3392645314,,-8.4804526749,-14,-13.0617070358,-8,-10.9594095941,-11.5,-218.942028986,-12,-218.942028986,-22.6151645207
Net Profit Margin,0.0,-13.9869513642,,-7.37757201646,-12,-11.1805074971,-7,-9.36623616236,-9.5,-191.101449275,-10,-191.101449275,-21.8068669528
