Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,1780000.0,1562000.0,1560000.0,1379000.0,935000.0,873000.0,856000.0
Stock-based compensation,1788000.0,3184000.0,4727000.0,4334000.0,4643000.0,4810000.0,4618000.0
Operating Cash Flow,6593000.0,4677000.0,7916000.0,3295000.0,5867000.0,2383000.0,2591000.0
Capital Expenditure,-1476000.0,-208000.0,-2160000.0,-530000.0,-246000.0,-218000.0,-117000.0
Acquisitions and disposals,0.0,0.0,-100000.0,-3601000.0,-30878000.0,0.0,0.0
Investment purchases and sales,0.0,0.0,-877000.0,0.0,0.0,0.0,0.0
Investing Cash flow,-1476000.0,-238000.0,-2763000.0,-4131000.0,-31557000.0,-509000.0,-117000.0
Issuance (repayment) of debt,-5459000.0,-7177000.0,-5500000.0,-3256000.0,18750000.0,-2003000.0,-573000.0
Issuance (buybacks) of shares,-1033000.0,-1197000.0,-1409000.0,15359000.0,8322000.0,4067000.0,-709000.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,-6492000.0,-8381000.0,-7486000.0,10274000.0,26760000.0,1658000.0,-1263000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-1375000.0,-3942000.0,-2333000.0,9438000.0,1070000.0,3532000.0,1211000.0
Free Cash Flow,5117000.0,4469000.0,5756000.0,2765000.0,5621000.0,2165000.0,2474000.0
Net Cash/Marketcap,-0.5197,-0.2424,-0.2215,-0.173,-0.4817,-0.6065,-2.3473
