Date,2017-12-31,2016-12-31
Cash and cash equivalents,312200000.0,331600000.0
Short-term investments,55400000.0,43500000.0
Cash and short-term investments,367600000.0,375100000.0
Receivables,1405800000.0,1755000000.0
Inventories,22700000.0,61200000.0
Total current assets,4744300000.0,2411300000.0
Property Plant & Equipment Net,302700000.0,595200000.0
Goodwill and Intangible Assets,11201600000.0,13423900000.0
Long-term investments,0.0,1300000.0
Tax assets,234000000.0,370600000.0
Total non-current assets,11828300000.0,14297600000.0
Total assets,16572600000.0,16708900000.0
Payables,62200000.0,101300000.0
Short-term debt,52100000.0,47000000.0
Total current liabilities,1395100000.0,1154300000.0
Long-term debt,6263300000.0,5791600000.0
Total debt,6315400000.0,5838600000.0
Deferred revenue,18900000.0,34100000.0
Tax Liabilities,2400000.0,1500000.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,7539300000.0,7646900000.0
Total liabilities,10045500000.0,9977800000.0
Other comprehensive income,6010099999.99,5977599999.99
Retained earnings (deficit),521200000.0,753700000.0
Total shareholders equity,6527100000.0,6731100000.0
Investments,55400000.0,44800000.0
Net Debt,6003200000.0,5507000000.0
Other Assets,0.0,0.0
Other Liabilities,1111100000.0,1176600000.0
