Date,2018-12-31,2017-12-31
Depreciation & Amortization,396000.0,72000.0
Stock-based compensation,4574000.0,3412000.0
Operating Cash Flow,-59751000.0,-43272000.0
Capital Expenditure,-3452000.0,-1287000.0
Acquisitions and disposals,0.0,0.0
Investment purchases and sales,0.0,0.0
Investing Cash flow,-3452000.0,-1287000.0
Issuance (repayment) of debt,0.0,0.0
Issuance (buybacks) of shares,0.0,0.0
Dividend payments,0.0,0.0
Financing Cash Flow,63203000.0,44559000.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,0.0,0.0
Free Cash Flow,-63203000.0,-44559000.0
Net Cash/Marketcap,-0.0086,-0.0086
