Date,2018-12-31,2017-12-31,2016-12-31
Revenue,6257000.0,5870000.0,5976000.0
Revenue Growth,0.0659284497444634,-0.0177376171352075,
Cost of Revenue,4206000.0,4165000.0,3138000.0
Gross Profit,2051000.0,1705000.0,2838000.0
R&D Expenses,2776000.0,4518000.0,1715000.0
SG&A Expense,30435000.0,14947000.0,5321000.0
Operating Expenses,33211000.0,19465000.0,7036000.0
Operating Income,-31160000.0,-17760000.0,-4198000.0
Interest Expense,14000.0,4000.0,3000.0
Earnings before Tax,-30822000.0,-17764000.0,-4201000.0
Income Tax Expense,10000.0,1000.0,1000.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-30832000.0,-17765000.0,-4202000.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-30832000.0,-17765000.0,-4202000.0
EPS,-3.34,-2.35,-0.6
EPS Diluted,-3.34,-2.35,-0.6
Weighted Average Shs Out,9230000.0,11538000.0,11538000.0
Weighted Average Shs Out (Dil),9230000.0,7545000.0,6951000.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.327792871983,0.2905,0.4749
EBITDA Margin,-4.88029407064,-2.988,-0.687
EBIT Margin,-4.98002237494,-3.0256,-0.7025
Profit Margin,-4.92760108678,-3.026,-0.703
Free Cash Flow margin,-3.05098289915,-1.0341,-0.3507
EBITDA,-30536000.0,-17542000.0,-4103000.0
EBIT,-31160000.0,-17760000.0,-4198000.0
Consolidated Income,-30832000.0,-17765000.0,-4202000.0
Earnings Before Tax Margin,-4.92600287678,-3.0262,-0.703
Net Profit Margin,-4.92760108678,-3.0264,-0.7031
