Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,42951000000.0,60278000000.0,55508000000.0,48158000000.0,48778000000.0
Revenue Growth,0.0,0.0859335591266124,0.152622617218323,-0.0127106482430604,
Cost of Revenue,36657000000.0,47705000000.0,43612000000.0,37668000000.0,37745000000.0
Gross Profit,6294000000.0,12573000000.0,11896000000.0,10490000000.0,11033000000.0
R&D Expenses,765000000.0,1536000000.0,1648000000.0,1593000000.0,1598000000.0
SG&A Expense,1590000000.0,2846000000.0,2920000000.0,2953000000.0,2948000000.0
Operating Expenses,2774000000.0,6487000000.0,8883000000.0,5661000000.0,831000000.0
Operating Income,-1247000000.0,6086000000.0,3013000000.0,4829000000.0,10202000000.0
Interest Expense,0.0,1118000000.0,976000000.0,858000000.0,946000000.0
Earnings before Tax,-1247000000.0,5784000000.0,2670000000.0,4327000000.0,9832000000.0
Income Tax Expense,470000000.0,1285000000.0,2204000000.0,9000000.0,2147000000.0
Net Income - Non-Controlling int,0.0,134000000.0,129000000.0,86000000.0,98000000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-1359000000.0,4499000000.0,466000000.0,4318000000.0,7685000000.0
Preferred Dividends,0.0,0.0,0.0,340000000.0,340000000.0
Net Income Com,-1359000000.0,4499000000.0,466000000.0,3978000000.0,7345000000.0
EPS,-1.84,6.03,0.63,5.84,
EPS Diluted,-1.84,6.03,0.63,5.76,
Weighted Average Shs Out,742500000.0,751587352.0,751587352.0,,
Weighted Average Shs Out (Dil),742500000.0,751587352.0,751587352.0,,
Dividend per Share,0.720538720539,0.0,0.0,0.0,0.0
Gross Margin,0.146539079416,0.2086,0.2143,0.2178,0.2262
EBITDA Margin,0.0393704453913,0.17,0.123,0.167,0.273
EBIT Margin,-0.0290330842122,0.1145,0.0657,0.1077,0.221
Profit Margin,-0.031640706852,0.075,0.008,0.083,0.151
Free Cash Flow margin,0.0924076272962,0.0202,-0.1515,-0.1427,0.0792
EBITDA,1691000000.0,10231000000.0,6801000000.0,8047000000.0,13299000000.0
EBIT,-1247000000.0,6902000000.0,3646000000.0,5185000000.0,10778000000.0
Consolidated Income,-1359000000.0,4633000000.0,595000000.0,4404000000.0,7783000000.0
Earnings Before Tax Margin,-0.0290330842122,0.096,0.0481,0.0899,0.2016
Net Profit Margin,-0.031640706852,0.0746,0.0084,0.0897,0.1576
