Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2015-06-30
Cash and cash equivalents,1224444.4444,1943440.6913,1828125.0,2593861.2792,3404051.3644
Short-term investments,137777.7778,333857.0306,465029.7619,0.0,1043338.6838
Cash and short-term investments,1362222.2222,2277297.7219,2293154.7619,2593861.2792,4447390.0482
Receivables,42222.2222,506677.1406,174851.1905,232160.7606,174399.679
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,1935555.5556,3527886.8814,2824404.7619,2892757.1305,5401381.2199
Property Plant & Equipment Net,30071851.8519,30583660.6441,28151785.7143,19385558.9167,1659039.3258
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0
Long-term investments,85185.1852,90337.7848,85565.4762,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,
Total non-current assets,30303703.7037,30846818.5389,28237351.1905,1659039.3258,
Total assets,32239259.2593,34374705.4203,31061755.9524,22350341.4002,7060420.5457
Payables,619259.2593,827179.89,608630.9524,283854.7969,331236.7576
Short-term debt,0.0,0.0,0.0,0.0,
Total current liabilities,854074.0741,972505.8916,608630.9524,370127.4849,
Long-term debt,0.0,0.0,0.0,0.0,
Total debt,0.0,0.0,0.0,0.0,
Deferred revenue,0.0,0.0,0.0,0.0,
Tax Liabilities,0.0,0.0,0.0,0.0,
Deposit Liabilities,0.0,0.0,0.0,0.0,
Total non-current liabilities,1400740.7407,1305577.3763,1299851.1905,,
Total liabilities,2254814.8148,2278083.2679,1908482.1429,1162473.3506,331236.7576
Other comprehensive income,166666.6667,-47132.7573,13392.8571,418940.61,
Retained earnings (deficit),-65682222.2222,-55771406.1273,-25667410.7143,-5393208.0092,-4516711.878
Total shareholders equity,29984444.4444,32096622.1524,29153273.8095,21187868.0496,6729183.7881
Investments,222962.963,424194.8154,550595.2381,-360126.7646,1043338.6838
Net Debt,-1224444.4444,,,,
Other Assets,512790.8627,,,,
Other Liabilities,234814.8148,145326.0016,0.0,86272.688,
