Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31
Depreciation & Amortization,270000.0,227000.0,155000.0,118000.0,189000.0,118000.0
Stock-based compensation,6412000.0,3993000.0,2421000.0,1433000.0,,539000.0
Operating Cash Flow,-90771000.0,-55739000.0,-38016000.0,-25465000.0,-19270000.0,-25465000.0
Capital Expenditure,-989000.0,-345000.0,-479000.0,-202000.0,-29000.0,-202000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,,0.0
Investment purchases and sales,20415000.0,-12881000.0,-7291000.0,0.0,,0.0
Investing Cash flow,19426000.0,-13226000.0,-7770000.0,-202000.0,-29000.0,-202000.0
Issuance (repayment) of debt,40685000.0,4920000.0,8996000.0,0.0,,9876000.0
Issuance (buybacks) of shares,151303000.0,67252000.0,45898000.0,50000.0,,10000.0
Dividend payments,0.0,0.0,0.0,0.0,,0.0
Financing Cash Flow,191988000.0,72068000.0,54894000.0,10683000.0,29976000.0,10683000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,,0.0
Net cash flow / Change in cash,120643000.0,3103000.0,9108000.0,-14984000.0,10677000.0,-14984000.0
Free Cash Flow,-91760000.0,-56084000.0,-38495000.0,-25667000.0,,-19299000.0
Net Cash/Marketcap,0.1876,0.0297,0.005,-0.0239,-0.0239,-0.0239
