Date,2018-01-31,2018-01,2017-01-31,2017-01,2016-01-31,2016-01,2015-01-31,2015-01,2014-01-31,2014-01,2013-01-31,2012-01-31
Revenue,475517000.0,476000000.0,601972000.0,602000000.0,683010000.0,683000000.0,797601000.0,798000000.0,859283000.0,859000000.0,1075624000.0,1133147000.0
Revenue Growth,-0.00101470588235294,-0.209265547234755,-0.0000465116279069767,-0.118607341034538,0.0000146412884333821,-0.143682116747597,-0.0005,-0.0713187622704045,0.000329452852153667,-0.201393795601437,-0.0507639344233361,0.0
Cost of Revenue,374761000.0,375000000.0,502050000.0,502000000.0,570078000.0,570000000.0,682559000.0,683000000.0,711791000.0,712000000.0,875439000.0,881215000.0
Gross Profit,100756000.0,101000000.0,99922000.0,100000000.0,112932000.0,113000000.0,115042000.0,115000000.0,147492000.0,147000000.0,200185000.0,251932000.0
R&D Expenses,0.0,,100000.0,,100000.0,,100000.0,,200000.0,,310000.0,0.0
SG&A Expense,74428000.0,74000000.0,97202000.0,97000000.0,108159000.0,108000000.0,122240000.0,122000000.0,146457000.0,146000000.0,163962000.0,167157000.0
Operating Expenses,74428000.0,101000000.0,97302000.0,124000000.0,108259000.0,141000000.0,122340000.0,172000000.0,146657000.0,207000000.0,164272000.0,167157000.0
Operating Income,-15239000.0,-0000000.0,-50816000.0,-24000000.0,-54497000.0,-28000000.0,-70839000.0,-56000000.0,-80886000.0,-60000000.0,-19223000.0,-43956000.0
Interest Expense,17120000.0,17000000.0,16883000.0,17000000.0,18011000.0,18000000.0,13707000.0,14000000.0,8879000.0,9000000.0,4309000.0,2357000.0
Earnings before Tax,-15239000.0,-15000000.0,-50816000.0,-51000000.0,-54497000.0,-54000000.0,-70839000.0,-71000000.0,-80886000.0,-81000000.0,-19223000.0,-43956000.0
Income Tax Expense,-10375000.0,-10000000.0,1420000.0,1000000.0,-1635000.0,-2000000.0,-3945000.0,-4000000.0,52963000.0,53000000.0,-8276000.0,9226000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,-27311000.0,-27000000.0,-52236000.0,-52000000.0,-44777000.0,-45000000.0,-110151000.0,-110000000.0,-128639000.0,-129000000.0,-36651000.0,-56075000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,-27311000.0,-27000000.0,-52236000.0,-52000000.0,-44777000.0,-45000000.0,-110151000.0,-110000000.0,-128639000.0,-129000000.0,-36651000.0,-56075000.0
EPS,-1.37,-1.37,-2.64,-2.64,-2.27,-2.27,-5.61,-5.61,-6.56,-6.56,-1.88,-2.88
EPS Diluted,-1.37,-1.37,-2.64,-2.64,-2.27,-2.27,-5.61,-5.61,-6.56,-6.56,-1.88,-2.88
Weighted Average Shs Out,19858000.0,20000000.0,19786000.0,20000000.0,19730000.0,20000000.0,19630000.0,20000000.0,19598000.0,20000000.0,19485000.0,19455000.0
Weighted Average Shs Out (Dil),19858000.0,20000000.0,19786000.0,20000000.0,19730000.0,20000000.0,19630000.0,20000000.0,19598000.0,20000000.0,19485000.0,19455000.0
Dividend per Share,0.0,,0.0,,0.0,,0.0824758023434,,0.0858761098071,,0.07303053631,0.113030069391
Gross Margin,0.211887272169,0.21218487394958,0.165991109221,0.16611295681063,0.165344577678,0.16544655929722,0.144235024781,0.14411027568922,0.171645429969,0.17112922002328,0.186110573955,0.222329494761
EBITDA Margin,0.03422169975,0.060924369747899,-0.0327058401387,-0.011627906976744,-0.0196614983675,-0.0014641288433382,-0.0165884947486,-0.006265664160401,-0.0205380532374,-0.012805587892899,0.0433794708932,0.0173057864514
EBIT Margin,-0.0320472243895,-0.042016806722689,-0.0844158864532,-0.056478405315615,-0.0797894613549,-0.042459736456808,-0.0888150842338,-0.12531328320802,-0.0941319681642,-0.077997671711292,-0.0178714866905,-0.0387910835929
Profit Margin,-0.057434329372,-0.05672268907563,-0.0867748001568,-0.086378737541528,-0.0655583373596,-0.06588579795022,-0.138102886029,-0.13784461152882,-0.149705044787,-0.15017462165308,-0.0340741746186,-0.0494860772698
Free Cash Flow margin,-0.0901460936202,,-0.0146950356495,,-0.0380301898947,,-0.0492890555553,,-0.0413600641465,,-0.0474887135281,-0.0452191992742
EBITDA,16273000.0,29000000.0,-19688000.0,-7000000.0,-13429000.0,-1000000.0,-13231000.0,-5000000.0,-17648000.0,-11000000.0,46660000.0,19610000.0
EBIT,-15239000.0,-20000000,-50816000.0,-34000000,-54497000.0,-29000000,-70839000.0,-100000000,-80886000.0,-67000000,-19223000.0,-43956000.0
Consolidated Income,-27311000.0,-27000000.0,-52236000.0,-52000000.0,-44777000.0,-45000000.0,-110151000.0,-110000000.0,-128639000.0,-129000000.0,-36651000.0,-56075000.0
Earnings Before Tax Margin,-0.0320472243895,-0.031512605042017,-0.0844158864532,-0.084717607973422,-0.0797894613549,-0.079062957540264,-0.0888150842338,-0.088972431077694,-0.0941319681642,-0.094295692665891,-0.0178714866905,-0.0387910835929
Net Profit Margin,-0.057434329372,-0.05672268907563,-0.0867748001568,-0.086378737541528,-0.0655583373596,-0.06588579795022,-0.138102886029,-0.13784461152882,-0.149705044787,-0.15017462165308,-0.0340741746186,-0.0494860772698
