Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,627063000.0,434950000.0,254188000.0,96878000.0,0.0,25671000.0
Revenue Growth,0.441689849407978,0.711135065384676,1.62379487602965,0.0,-1,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,30018000.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,-4347000.0
R&D Expenses,18200000.0,17200000.0,11100000.0,5800000.0,0.0,0.0
SG&A Expense,235418000.0,205670000.0,160692000.0,75286000.0,0.0,15600000.0
Operating Expenses,674543000.0,507790000.0,491607000.0,139850000.0,0.0,16808000.0
Operating Income,-47480000.0,-72840000.0,-237419000.0,-42972000.0,0.0,-21155000.0
Interest Expense,5484000.0,3636000.0,0.0,0.0,0.0,820000.0
Earnings before Tax,-54151000.0,-76404000.0,-237533000.0,343289000.0,-25246000.0,20031000.0
Income Tax Expense,40000.0,-6637000.0,-10755000.0,23500000.0,0.0,8000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-52658000.0,-60665000.0,-159742000.0,332494000.0,-25246000.0,20023000.0
Preferred Dividends,0.0,0.0,0.0,2184000.0,0.0,0.0
Net Income Com,-52658000.0,-60665000.0,-159742000.0,332494000.0,-25246000.0,20023000.0
EPS,-0.68,-0.94,-3.55,13.14,-13.46,2.51
EPS Diluted,-0.68,-0.94,-3.55,6.93,-13.46,0.99
Weighted Average Shs Out,77338000.0,64351000.0,45031000.0,25129000.0,,
Weighted Average Shs Out (Dil),77338000.0,64351000.0,45031000.0,46136000.0,2314000.0,964000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,0.0,-0.1693
EBITDA Margin,0.00349725625655,-0.0909483848718,-0.866268273876,-0.369598876938,0.859,
EBIT Margin,-0.0757180697952,-0.167467525003,-0.934029143783,-0.443568199178,0.0,0.8122
Profit Margin,-0.0839756132956,-0.139475801816,-0.628440366972,3.43208984496,0.78,
Free Cash Flow margin,-0.096004707661,-0.128304402805,-0.200780524651,-0.257881046264,0.0,-0.9375
EBITDA,2193000.0,-39558000.0,-220195000.0,-35806000.0,-25246000.0,22059000.0
EBIT,-47480000.0,-72840000.0,-237419000.0,-42972000.0,-25246000.0,20851000.0
Consolidated Income,-52658000.0,-60665000.0,-159742000.0,332494000.0,-25246000.0,20023000.0
Earnings Before Tax Margin,-0.0863565542856,-0.175661570295,-0.93447763073,3.54351865233,0.0,0.7803
Net Profit Margin,-0.0839756132956,-0.139475801816,-0.628440366972,3.43208984496,0.0,0.78
