Date,2019-01-31,2018-01-31
Cash and cash equivalents,63624000.0,36146000.0
Short-term investments,112777000.0,103056000.0
Cash and short-term investments,176401000.0,139202000.0
Receivables,63613000.0,24526000.0
Inventories,0.0,0.0
Total current assets,276719000.0,183162000.0
Property Plant & Equipment Net,37275000.0,13032000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,77846000.0,31857000.0
Total assets,354565000.0,215019000.0
Payables,4963000.0,2723000.0
Short-term debt,0.0,0.0
Total current liabilities,152341000.0,68529000.0
Long-term debt,0.0,0.0
Total debt,0.0,0.0
Deferred revenue,125773000.0,54262000.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,50111000.0,13609000.0
Total liabilities,202452000.0,82138000.0
Other comprehensive income,-135000.0,-531000.0
Retained earnings (deficit),-25153000.0,-32737000.0
Total shareholders equity,-7439000.0,-26671000.0
Investments,112777000.0,103056000.0
Net Debt,-176401000.0,-139202000.0
Other Assets,36705000.0,19434000.0
Other Liabilities,147378000.0,65806000.0
