Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2012-01-31,2011-12-31,2010-12-31,2009-12-31
Revenue,1003591000.0,818123000.0,797224000.0,816328000.0,794634000.0,775165000.0,705601000.0,660774000.0,0.0,619169000.0,583424000.0,546552000.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061267620118473,0.0,-0.0258
Cost of Revenue,413416000.0,428193000.0,401584000.0,349778000.0,299045000.0,296609000.0,259801000.0,0.0,0.0,200084000.0,0.0,203388000.0
Gross Profit,590175000.0,389930000.0,395640000.0,466550000.0,495589000.0,478556000.0,445800000.0,0.0,0.0,419085000.0,0.0,343164000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,12686000.0,9427000.0,11340000.0,10170000.0,9837000.0,10222000.0,8746000.0,7867000.0,0.0,235946000.0,0.0,209729000.0
Operating Expenses,69430000.0,53803000.0,56994000.0,53093000.0,51480000.0,54464000.0,53557000.0,44971000.0,0.0,235946000.0,38584000.0,209729000.0
Operating Income,232734000.0,67581000.0,84589000.0,157082000.0,196682000.0,189487000.0,175666000.0,142732000.0,0.0,183139000.0,0.0,133435000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6050000.0,0.0,6050000.0
Earnings before Tax,232734000.0,67581000.0,84589000.0,157082000.0,196682000.0,189487000.0,175666000.0,142732000.0,0.0,183586000.0,146013000.0,132437000.0
Income Tax Expense,41092000.0,3402000.0,-20439000.0,42162000.0,59138000.0,54042000.0,49411000.0,39386000.0,0.0,56988000.0,51058000.0,38592000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,191642000.0,64179000.0,105028000.0,114920000.0,137544000.0,135445000.0,126255000.0,103346000.0,0.0,126598000.0,127432000.0,93845000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,191642000.0,64179000.0,105028000.0,114920000.0,137544000.0,135445000.0,126255000.0,103346000.0,0.0,126598000.0,127432000.0,93845000.0
EPS,4.28,1.45,2.39,2.63,3.18,3.15,2.95,4.87,0.0,3.0,6.06,2.175
EPS Diluted,4.23,1.43,2.36,2.59,3.12,3.09,2.9,4.79,0.0,2.95,6.0,2.16
Weighted Average Shs Out,44734000.0,44358000.0,44033000.0,43772000.0,43299000.0,43020.0,42744000.0,21216000.0,0.0,42162800.0,21020000.0,43257750.0
Weighted Average Shs Out (Dil),45257000.0,44835000.0,44500000.0,44432000.0,44131000.0,43819.0,43514000.0,21580000.0,0.0,42156000.0,21241000.0,43124000.0
Dividend per Share,1.89122124754,1.85346269655,2.55759550562,2.75675189053,2.70959189685,3648.12067824,2.14039159811,6.16482854495,0.0,3.095,8.32361941528,0.54
Gross Margin,0.588063264816,0.476615374461,0.496272064062,0.571522721259,0.62366951326,0.61736017493,0.631801825678,0.0,0.0,0.6769,0.0,0.6279
EBITDA Margin,0.240036030614,0.0912124460503,0.114814656859,0.200301839457,0.254315823385,0.250326059613,0.254295274525,0.22076685826,0.0,0.311,0.00520547663449,0.259
EBIT Margin,0.231901242638,0.0826049383772,0.10610443238,0.192425103635,0.247512691377,0.244447311218,0.248959397733,0.216007288422,0.0,0.3063,0.0,0.2534
Profit Margin,0.190956276013,0.0784466394417,0.131742145244,0.140776746602,0.173091007936,0.17473054124,0.17893256954,0.15640143226,0.0,0.204,0.218420908293,0.172
Free Cash Flow margin,0.268996035237,0.257925764219,0.236178288662,0.193926950931,0.179392021987,0.149599117607,0.155270471555,0.0268155224025,0.0,0.1842,0.166935196358,0.2322
EBITDA,240898000.0,74623000.0,91533000.0,163512000.0,202088000.0,194044000.0,179431000.0,145877000.0,0.0,192813000.0,3037000.0,141771000.0
EBIT,232734000.0,67581000.0,84589000.0,157082000.0,196682000.0,189487000.0,175666000.0,142732000.0,0.0,189636000.0,0.0,138487000.0
Consolidated Income,191642000.0,64179000.0,105028000.0,114920000.0,137544000.0,135445000.0,126255000.0,103346000.0,0.0,126598000.0,127432000.0,93845000.0
Earnings Before Tax Margin,0.231901242638,0.0826049383772,0.10610443238,0.192425103635,0.247512691377,0.244447311218,0.248959397733,0.216007288422,0.0,0.2965,0.250269101031,0.2423
Net Profit Margin,0.190956276013,0.0784466394417,0.131742145244,0.140776746602,0.173091007936,0.17473054124,0.17893256954,0.15640143226,0.0,0.2045,0.218420908293,0.1717
