Date,2019-02-02,2018-02-03,2018-01,2017-01-28,2017-01,2016-01-30,2016-01,2015-01-31,2015-01,2014-02-01,2014-01,2013-02-02,2012-01-28
Revenue,348900000.0,365906000.0,366000000.0,381605000.0,382000000.0,383828000.0,384000000.0,418584000.0,419000000.0,435754000.0,436000000.0,430302000.0,412796000.0
Revenue Growth,-0.0464764174405448,-0.000256830601092896,-0.0408930700593546,-0.00103403141361257,-0.00476254989213919,-0.000447916666666667,-0.0826214093228599,-0.000992840095465394,-0.0384482988107969,-0.000564220183486239,0.0132418626917839,0.0424083566701228,0.0
Cost of Revenue,246269000.0,252399000.0,252000000.0,253483000.0,253000000.0,254350000.0,254000000.0,282792000.0,271000000.0,298031000.0,285000000.0,317114000.0,353310000.0
Gross Profit,102631000.0,113507000.0,114000000.0,128122000.0,128000000.0,129478000.0,129000000.0,135792000.0,148000000.0,137723000.0,151000000.0,113188000.0,59486000.0
R&D Expenses,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
SG&A Expense,120371000.0,123398000.0,123000000.0,133768000.0,134000000.0,128413000.0,128000000.0,126377000.0,126000000.0,128847000.0,129000000.0,129153000.0,131259000.0
Operating Expenses,134913000.0,136150000.0,136000000.0,146854000.0,146000000.0,140742000.0,140000000.0,126377000.0,138000000.0,128847000.0,142000000.0,129153000.0,131259000.0
Operating Income,-32282000.0,-22643000.0,-22000000.0,-18732000.0,-18000000.0,-11264000.0,-11000000.0,9415000.0,10000000.0,8876000.0,9000000.0,-15965000.0,-71773000.0
Interest Expense,0.0,0.0,000000.0,193000.0,0000000.0,168000.0,0000000.0,258000.0,000000.0,253000.0,0000000.0,133000.0,0.0
Earnings before Tax,-32465000.0,-22797000.0,,-17980000.0,,-11379000.0,,9224000.0,,8685000.0,,-15979000.0,-71449000.0
Income Tax Expense,374000.0,-773000.0,-1000000.0,-197000.0,-0000000.0,37715000.0,38000000.0,-37902000.0,-38000000.0,-5000.0,-0000000.0,97000.0,-387000.0
Net Income - Non-Controlling int,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,-32839000.0,-22024000.0,-22000000.0,-17783000.0,-18000000.0,-49094000.0,-49000000.0,47126000.0,47000000.0,8690000.0,9000000.0,-16076000.0,-71062000.0
Preferred Dividends,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,-32839000.0,-22024000.0,-22000000.0,-17783000.0,-18000000.0,-49094000.0,-49000000.0,47126000.0,47000000.0,8690000.0,9000000.0,-16076000.0,-71062000.0
EPS,-0.88,-0.59,-0.59,-0.48,-0.48,-1.33,-1.33,1.28,1.28,0.24,0.24,-0.45,-2.0
EPS Diluted,-0.88,-0.59,-0.59,-0.48,-0.48,-1.33,-1.33,1.24,1.24,0.23,0.23,-0.45,-2.0
Weighted Average Shs Out,37492000.0,37212000.0,37000000.0,37016000.0,37000000.0,36886000.0,37000000.0,36819000.0,37000000.0,36246000.0,36000000.0,35694000.0,35554000.0
Weighted Average Shs Out (Dil),37492000.0,37212000.0,37000000.0,37016000.0,37000000.0,36886000.0,37000000.0,37753000.0,38000000.0,37144000.0,37000000.0,35694000.0,35554000.0
Dividend per Share,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.180739157338
Gross Margin,0.294155918601,0.31020808623,0.31147540983607,0.335745076715,0.33507853403141,0.337333388914,0.3359375,0.324408004128,0.35322195704057,0.316056765973,0.34633027522936,0.263043165033,0.144105078538
EBITDA Margin,-0.0632358842075,-0.0277311659279,-0.027322404371585,-0.016674309823,-0.013089005235602,0.00232395760601,0.0026041666666667,0.0509240678096,0.050119331742243,0.050884214488,0.05045871559633,0.00516149123174,-0.12475169333
EBIT Margin,-0.0925250788191,-0.0618820134133,-0.062841530054645,-0.0490874071357,-0.047120418848168,-0.02934647811,-0.028645833333333,0.0224924985188,0.021479713603819,0.0203692909302,0.020642201834862,-0.0371018493988,-0.173870386341
Profit Margin,-0.0941215247922,-0.0601903221046,-0.060109289617486,-0.0466005424457,-0.047120418848168,-0.127906249674,-0.12760416666667,0.112584331938,0.11217183770883,0.0199424445903,0.020642201834862,-0.0373598077629,-0.17214798593
Free Cash Flow margin,-0.0739524218974,-0.0325302126776,,-0.00107965042387,,-0.0539304063278,,-0.00303164956138,,0.0378883498488,,-0.048951666504,-0.0911394490257
EBITDA,-22063000.0,-10147000.0,-10000000.0,-6363000.0,-5000000.0,892000.0,1000000.0,21316000.0,21000000.0,22173000.0,22000000.0,2221000.0,-51497000.0
EBIT,-32282000.0,-22643000.0,-23000000,-18732000.0,-18000000,-11264000.0,-11000000,9415000.0,9000000,8876000.0,9000000,-15965000.0,-71773000.0
Consolidated Income,-32839000.0,-22024000.0,-22000000.0,-17783000.0,-18000000.0,-49094000.0,-49000000.0,47126000.0,47000000.0,8690000.0,9000000.0,-16076000.0,-71062000.0
Earnings Before Tax Margin,-0.0930495844081,-0.0623028865337,0,-0.047116783061,0,-0.0296460914785,0,0.0220361982302,0,0.0199309702263,0,-0.037134384688,-0.173085495014
Net Profit Margin,-0.0941215247922,-0.0601903221046,-0.060109289617486,-0.0466005424457,-0.047120418848168,-0.127906249674,-0.12760416666667,0.112584331938,0.11217183770883,0.0199424445903,0.020642201834862,-0.0373598077629,-0.17214798593
