Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Revenue,984018000.0,984000000.0,603314000.0,603000000.0,412744000.0,413000000.0,372978000.0,373000000.0,303993000.0,304000000.0,235480000.0,259205000.0,206500000.0
Revenue Growth,0.0000182926829268293,0.630991490335049,0.000520729684908789,0.460954005388328,-0.000619854721549637,0.107303916048668,-0.0000589812332439678,0.227001937544615,-0.0000230263157894737,0.290980125700696,-0.0915298701799734,0.255230024213075,0.0
Cost of Revenue,484434000.0,484000000.0,318000000.0,318000000.0,143767000.0,144000000.0,138359000.0,138000000.0,114679000.0,115000000.0,102602000.0,104281000.0,79487000.0
Gross Profit,499584000.0,500000000.0,285314000.0,285000000.0,268977000.0,269000000.0,234619000.0,235000000.0,189314000.0,189000000.0,132878000.0,154924000.0,127013000.0
R&D Expenses,377941000.0,378000000.0,257816000.0,258000000.0,203778000.0,204000000.0,171690000.0,172000000.0,134596000.0,135000000.0,109943000.0,92197000.0,0.0
SG&A Expense,178335000.0,178000000.0,161051000.0,161000000.0,78926000.0,79000000.0,70404000.0,70000000.0,64088000.0,64000000.0,71794000.0,66771000.0,0.0
Operating Expenses,556276000.0,556000000.0,418867000.0,419000000.0,282704000.0,283000000.0,242094000.0,242000000.0,198684000.0,199000000.0,209417000.0,158968000.0,0.0
Operating Income,-56692000.0,-57000000.0,-133553000.0,-134000000.0,-13727000.0,-14000000.0,-7475000.0,-7000000.0,-9370000.0,-9000000.0,-76539000.0,-4044000.0,37124000.0
Interest Expense,29147000.0,29000000.0,12734000.0,13000000.0,1241000.0,1000000.0,1472000.0,1000000.0,1502000.0,2000000.0,646000.0,229000.0,0.0
Earnings before Tax,-85619000.0,-86000000.0,-146212000.0,-146000000.0,-15378000.0,-15000000.0,-24182000.0,-24000000.0,-11751000.0,-12000000.0,-77342000.0,-4452000.0,0.0
Income Tax Expense,-16760000.0,-17000000.0,997000.0,1000000.0,1682000.0,2000000.0,1633000.0,2000000.0,1937000.0,2000000.0,36321000.0,-4485000.0,0.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income,-68859000.0,-69000000.0,-147209000.0,-147000000.0,-17060000.0,-17000000.0,-15295000.0,-15000000.0,-2965000.0,-3000000.0,-112632000.0,33000.0,37124000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income Com,-68859000.0,-69000000.0,-147209000.0,-147000000.0,-17060000.0,-17000000.0,-15295000.0,-15000000.0,-2965000.0,-3000000.0,-112632000.0,33000.0,37124000.0
EPS,-1.01,-1.01,-2.42,-2.42,-0.31,-0.31,-0.29,-0.29,-0.06,-0.06,-2.26,0.0,0.0
EPS Diluted,-1.01,-1.01,-2.42,-2.42,-0.31,-0.31,-0.29,-0.29,-0.06,-0.06,-2.26,0.0,0.0
Weighted Average Shs Out,68394000.0,68000000.0,60883000.0,61000000.0,55589000.0,56000000.0,53451000.0,53000000.0,51596000.0,52000000.0,49886000.0,48311000.0,0.0
Weighted Average Shs Out (Dil),68394000.0,68000000.0,60883000.0,61000000.0,55589000.0,56000000.0,53451000.0,53000000.0,51596000.0,52000000.0,49886000.0,50771000.0,0.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Gross Margin,0.507698029914,0.50813008130081,0.47291128666,0.4726368159204,0.651679975966,0.65133171912833,0.629042463631,0.63002680965147,0.622757760869,0.62171052631579,0.564285714286,0.597689087788,0.615075060533
EBITDA Margin,0.156986965686,0.15142276422764,-0.05417742668,-0.056384742951907,0.0695709689299,0.067796610169492,0.0713500528181,0.029490616621984,0.104025421638,0.10197368421053,-0.189260234415,0.0834436064119,0.179777239709
EBIT Margin,-0.0576127672461,-0.057926829268293,-0.221365657021,-0.22056384742952,-0.0332579032039,-0.033898305084746,-0.0200413965435,-0.032171581769437,-0.030823078163,0.0032894736842105,-0.325033973161,-0.015601550896,0.179777239709
Profit Margin,-0.0699773784626,-0.070121951219512,-0.244000636484,-0.24378109452736,-0.0413331265869,-0.041162227602906,-0.0410077806198,-0.040214477211796,-0.00975351406118,-0.0098684210526316,-0.478308136572,0.000127312358944,0.179777239709
Free Cash Flow margin,0.0571524098136,,0.026251669943,,0.0533575291222,,0.114269474339,,0.154700930614,,0.064179548157,0.0535907872148,0.0
EBITDA,154478000.0,149000000.0,-32686000.0,-34000000.0,28715000.0,28000000.0,26612000.0,11000000.0,31623000.0,31000000.0,-44567000.0,21629000.0,37124000.0
EBIT,-56692000.0,-57000000,-133553000.0,-133000000,-13727000.0,-14000000,-7475000.0,-12000000,-9370000.0,1000000,-76539000.0,-4044000.0,37124000.0
Consolidated Income,-68859000.0,-69000000.0,-147209000.0,-147000000.0,-17060000.0,-17000000.0,-15295000.0,-15000000.0,-2965000.0,-3000000.0,-112632000.0,33000.0,37124000.0
Earnings Before Tax Margin,-0.087009587223,-0.08739837398374,-0.242348097342,-0.24212271973466,-0.0372579613513,-0.036319612590799,-0.0648349232394,-0.064343163538874,-0.0386554953568,-0.039473684210526,-0.328444029217,-0.0171755946066,0.0
Net Profit Margin,-0.0699773784626,-0.070121951219512,-0.244000636484,-0.24378109452736,-0.0413331265869,-0.041162227602906,-0.0410077806198,-0.040214477211796,-0.00975351406118,-0.0098684210526316,-0.478308136572,0.000127312358944,0.179777239709
