Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,43459000.0,46105000.0,43100000.0,35639000.0
Stock-based compensation,180284000.0,30479000.0,28157000.0,
Operating Cash Flow,-58417000.0,-67176000.0,-282826000.0,-309691000.0
Capital Expenditure,-17915000.0,-5140000.0,-8979000.0,-6256000.0
Acquisitions and disposals,0.0,0.0,0.0,
Investment purchases and sales,-76914000.0,-26793000.0,0.0,
Investing Cash flow,-94829000.0,-31933000.0,-8979000.0,-6256000.0
Issuance (repayment) of debt,-20160000.0,72473000.0,115113000.0,227907000.0
Issuance (buybacks) of shares,294050000.0,432000.0,1238000.0,627000.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,253119000.0,61806000.0,283383000.0,284303000.0
Effect of forex changes on cash,0.0,0.0,0.0,
Net cash flow / Change in cash,99873000.0,-37303000.0,-8422000.0,-31644000.0
Free Cash Flow,-76332000.0,-72316000.0,-291805000.0,
Net Cash/Marketcap,-0.3549,-0.2996,-0.2996,-0.2996
