Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Revenue,16820000.0,17000000.0,0.0,000000.0,0.0,000000.0,83000.0,000000.0,0.0,000000.0,506000.0,362498.0
Revenue Growth,-0.0105882352941176,0.0,0.0,0.0,0.0,-1,1,0.0,0.0,-1,0.395869770315974,0.0
Cost of Revenue,8811000.0,9000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0
Gross Profit,8009000.0,8000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0
R&D Expenses,48346000.0,48000000.0,89562000.0,90000000.0,78028000.0,78000000.0,83274000.0,83000000.0,50630000.0,51000000.0,29294000.0,13418754.0
SG&A Expense,181862000.0,182000000.0,55724000.0,56000000.0,21794000.0,22000000.0,11004000.0,11000000.0,11681000.0,12000000.0,7941000.0,6745642.0
Operating Expenses,230208000.0,230000000.0,145286000.0,145000000.0,99822000.0,100000000.0,94278000.0,94000000.0,62311000.0,62000000.0,37235000.0,20164396.0
Operating Income,-222199000.0,-222000000.0,-145286000.0,-145000000.0,-99822000.0,-100000000.0,-94278000.0,-94000000.0,-62311000.0,-62000000.0,-38235000.0,-20164396.0
Interest Expense,5270000.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,2000000.0,21000.0,0000000.0,0.0,11877.0
Earnings before Tax,0.0,-224000000.0,0.0,-199000000.0,0.0,-118000000.0,0.0,-96000000.0,0.0,-62000000.0,0.0,0.0
Income Tax Expense,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,-224338000.0,-224000000.0,-198607000.0,-199000000.0,-117500000.0,-118000000.0,-95708000.0,-96000000.0,-62124000.0,-62000000.0,-39444000.0,-14467036.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,-224338000.0,-224000000.0,-198607000.0,-199000000.0,-117500000.0,-118000000.0,-95708000.0,-96000000.0,-62124000.0,-62000000.0,-39444000.0,-14467036.0
EPS,-1.0,-1.00,-1.21,-1.21,-1.11,-1.11,-1.02,-1.02,-0.73,-0.73,-0.64,-0.3
EPS Diluted,-1.0,-1.00,-1.21,-1.21,-1.11,-1.11,-1.02,-1.02,-0.73,-0.73,-0.64,-0.3
Weighted Average Shs Out,225439121.0,225000000.0,164437548.0,164000000.0,105570960.0,106000000.0,94276178.0,94000000.0,85220458.0,85000000.0,61702277.0,47598240.0
Weighted Average Shs Out (Dil),225439121.0,225000000.0,164437548.0,164000000.0,105570960.0,106000000.0,94276178.0,94000000.0,85220458.0,85000000.0,61702277.0,47598240.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Margin,0.476159334126,0.47058823529412,0.0,,0.0,,0.0,,0.0,,0.0,0.0
EBITDA Margin,-13.1208085612,-13.058823529412,0.0,,0.0,,-1131.04819277,,0.0,,-75.3893280632,-55.6207758388
EBIT Margin,-13.2104042806,-13.176470588235,0.0,,0.0,,-1135.87951807,,0.0,,-75.5632411067,-55.6262269033
Profit Margin,-13.3375743163,-13.176470588235,0.0,,0.0,,-1153.10843373,,0.0,,-77.95256917,-39.9092850167
Free Cash Flow margin,-12.6693816885,,0.0,,0.0,,-1075.14457831,,0.0,,-61.5671936759,-58.5692996927
EBITDA,-220692000.0,-222000000.0,-138132000.0,-145000000.0,-94984000.0,-100000000.0,-93877000.0,-93000000.0,-62314000.0,-62000000.0,-38147000.0,-20162420.0
EBIT,-222199000.0,-224000000,-145286000.0,-199000000,-99822000.0,-118000000,-94278000.0,-94000000,-62311000.0,-62000000,-38235000.0,-20164396.0
Consolidated Income,-224338000.0,-224000000.0,-198607000.0,-199000000.0,-117500000.0,-118000000.0,-95708000.0,-96000000.0,-62124000.0,-62000000.0,-39444000.0,-14467036.0
Earnings Before Tax Margin,0.0,-13.176470588235,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Profit Margin,-13.3375743163,-13.176470588235,0.0,,0.0,,-1153.10843373,,0.0,,-77.95256917,-39.9092850167
