Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Revenue,42834000.0,33426000.0,31094000.0,32264000.0,22820000.0,17070000.0,13432000.0,1772000.0,10438000.0
Revenue Growth,0.281457548016514,0.0749983919727279,-0.0362633275477312,0.41384750219106,0.33684827182191,0.270845741512805,6.58013544018059,-0.830235677332822,
Cost of Revenue,10722000.0,7961000.0,7849000.0,7852000.0,4169000.0,3435000.0,2872000.0,1365000.0,1850000.0
Gross Profit,32112000.0,25465000.0,23245000.0,24412000.0,18651000.0,13635000.0,10560000.0,407000.0,8588000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,2846000.0,2429000.0,2504000.0,4042000.0,3938000.0,3568000.0,1830000.0,439000.0,462000.0
Operating Expenses,4495000.0,3775000.0,3798000.0,4042000.0,3938000.0,3568000.0,1830000.0,439000.0,462000.0
Operating Income,27617000.0,21690000.0,19447000.0,20370000.0,14713000.0,10067000.0,8730000.0,-32000.0,8126000.0
Interest Expense,9232000.0,5813000.0,5302000.0,6959000.0,5578000.0,3384000.0,4163000.0,831000.0,3654000.0
Earnings before Tax,9572000.0,7910000.0,13828000.0,18231000.0,9940000.0,7675000.0,6216000.0,-2187000.0,5239000.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,9572000.0,7910000.0,13828000.0,18231000.0,9940000.0,7675000.0,6216000.0,-2187000.0,5239000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,9572000.0,7910000.0,13828000.0,18231000.0,9940000.0,7675000.0,6216000.0,-2187000.0,5239000.0
EPS,0.72,0.64,1.43,1.89,1.03,0.8,,,
EPS Diluted,0.72,0.64,1.43,1.89,1.03,0.8,,,
Weighted Average Shs Out,13352824.0,13334851.0,9697210.0,9690129.0,9638061.0,9629797.0,9578691.0,,
Weighted Average Shs Out (Dil),13348203.0,12403706.0,9692634.0,9670153.0,9634471.0,9619723.0,9578691.0,,
Dividend per Share,1.39,1.36,1.36,1.36,1.36,1.19,0.0,0.0,0.0
Gross Margin,0.7497,0.7618,0.7476,0.7566,0.8173,0.7988,0.7862,0.2297,0.8228
EBITDA Margin,0.444,0.416,0.622,0.787,0.689,0.648,0.773,-0.765,0.852
EBIT Margin,0.439,0.4105,0.6152,0.7807,0.68,0.6479,0.7727,-0.7652,0.852
Profit Margin,0.223,0.237,0.445,0.565,0.436,0.45,0.463,-1.234,0.502
Free Cash Flow margin,-2.36,0.3193,-0.3639,2.5954,-2.8575,1.7093,-2.0333,-0.342,0.3321
EBITDA,18999000.0,13918000.0,19325000.0,25385000.0,15727000.0,11059000.0,10379000.0,-1356000.0,8893000.0
EBIT,18804000.0,13723000.0,19130000.0,25190000.0,15518000.0,11059000.0,10379000.0,-1356000.0,8893000.0
Consolidated Income,9572000.0,7910000.0,13828000.0,18231000.0,9940000.0,7675000.0,6216000.0,-2187000.0,5239000.0
Earnings Before Tax Margin,0.2235,0.2366,0.4447,0.5651,0.4356,0.4496,0.4628,-1.2342,0.5019
Net Profit Margin,0.2235,0.2366,0.4447,0.5651,0.4356,0.4496,0.4628,-1.2342,0.5019
