Date,2018-12-31,2017-12-31,2017-09-30,2016-12-31,2016-09-24,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Revenue,7442000000.0,6690000000.0,6440000000.0,6440000000.0,6121000000.0,6282000000.0,6121000000.0,5997000000.0,5995000000.0,5903000000.0,5636000000.0,
Revenue Growth,0.112406576980568,0.0388198757763975,0,0.052115667374612,-0.0256287806431073,0.0263028916843653,0.0206770051692513,0.000333611342785655,0.0155852956124005,0.0473740241305891,0.0,
Cost of Revenue,3560000000.0,2695000000.0,2582000000.0,2582000000.0,2491000000.0,2559000000.0,2491000000.0,2499000000.0,2500000000.0,2485000000.0,2243000000.0,
Gross Profit,3882000000.0,3995000000.0,2044000000.0,3858000000.0,1873000000.0,3723000000.0,3630000000.0,3498000000.0,3495000000.0,3418000000.0,3393000000.0,3297000000.0
R&D Expenses,64000000.0,20000000.0,0.0,20000000.0,0.0,19000000.0,18000000.0,15000000.0,15000000.0,15000000.0,16000000.0,
SG&A Expense,2635000000.0,2556000000.0,2329000000.0,2329000000.0,2334000000.0,2313000000.0,2334000000.0,2272000000.0,2268000000.0,2257000000.0,2233000000.0,
Operating Expenses,2699000000.0,2576000000.0,3327000000.0,2349000000.0,3482000000.0,2332000000.0,2352000000.0,2287000000.0,2283000000.0,2272000000.0,2249000000.0,2212000000.0
Operating Income,1237000000.0,1388000000.0,942000000.0,1433000000.0,836000000.0,1298000000.0,1180000000.0,1046000000.0,1092000000.0,1024000000.0,1025000000.0,1085000000.0
Interest Expense,401000000.0,164000000.0,-201000000.0,147000000.0,-226000000.0,117000000.0,109000000.0,123000000.0,125000000.0,114000000.0,128000000.0,243000000.0
Earnings before Tax,791000000.0,1173000000.0,1281000000.0,1283000000.0,1074000000.0,1184000000.0,1073000000.0,436000000.0,978000000.0,925000000.0,821000000.0,
Income Tax Expense,202000000.0,95000000.0,434000000.0,434000000.0,371000000.0,420000000.0,371000000.0,-81000000.0,349000000.0,320000000.0,294000000.0,
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Income,586000000.0,1076000000.0,847000000.0,847000000.0,703000000.0,764000000.0,703000000.0,624000000.0,629000000.0,606000000.0,528000000.0,
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Income Com,586000000.0,1076000000.0,847000000.0,847000000.0,703000000.0,764000000.0,703000000.0,624000000.0,629000000.0,606000000.0,528000000.0,
EPS,0.54,5.91,4.57,4.57,3.59,4.0,3.59,3.08,2.99,2.77,2.19,
EPS Diluted,0.53,5.89,4.54,4.54,3.56,3.97,3.56,3.05,2.96,2.74,2.17,
Weighted Average Shs Out,1086300000.0,182000000.0,183715145.0,185400000.0,194409479.0,190900000.0,195800000.0,202900000.0,210600000.0,218700000.0,240400000.0,
Weighted Average Shs Out (Dil),1097600000.0,182800000.0,185400000.0,186600000.0,195800000.0,192400000.0,197400000.0,204500000.0,212300000.0,221200000.0,242646739.0,
Dividend per Share,0.211370262391,2.2647702407,2.12,2.06859592712,1.64,1.84511434511,1.60587639311,1.47677261614,1.33772962789,1.13471971067,0.799516205326,
Gross Margin,0.521633969363,0.597159940209,0.5991,0.599068322981,0.593,0.59264565425,0.593040352884,0.583291645823,0.582985821518,0.579027613078,0.602022711143,
EBITDA Margin,0.228298844397,0.241704035874,0.257,0.257298136646,0.232,0.242757083731,0.231171377226,0.21344005336,0.222185154295,0.212773166187,0.22232079489,
EBIT Margin,0.166218758398,0.207473841555,0.2217,0.22251552795,0.1933,0.206622094874,0.192778957687,0.174420543605,0.182151793161,0.173471116382,0.181866572037,
Profit Margin,0.0787422735824,0.160837070254,0.132,0.13152173913,0.115,0.121617319325,0.114850514622,0.104052026013,0.104920767306,0.102659664577,0.0936834634493,
Free Cash Flow margin,0.192555764579,0.124962630792,0.1222,0.117857142857,0.1405,0.129258198026,0.13919294233,0.114557278639,0.0442035029191,0.0923259359648,0.406139105749,
EBITDA,1699000000.0,1617000000.0,1652000000.0,1657000000.0,1418000000.0,1525000000.0,1415000000.0,1280000000.0,1332000000.0,1256000000.0,1253000000.0,
EBIT,1237000000.0,1388000000.0,942000000.0,1433000000.0,836000000.0,1298000000.0,1180000000.0,1046000000.0,1092000000.0,1024000000.0,1025000000.0,1113000000.0
Consolidated Income,586000000.0,1076000000.0,847000000.0,847000000.0,703000000.0,764000000.0,703000000.0,624000000.0,629000000.0,606000000.0,528000000.0,
Earnings Before Tax Margin,0.106288632088,0.17533632287,0.1989,0.199223602484,0.1755,0.188475007959,0.175298153896,0.0727030181758,0.163135946622,0.156699983059,0.145670688432,
Net Profit Margin,0.0787422735824,0.160837070254,0.1315,0.13152173913,0.1149,0.121617319325,0.114850514622,0.104052026013,0.104920767306,0.102659664577,0.0936834634493,
