Date,2018-12-31,2017-12-31
Depreciation & Amortization,0.0,
Stock-based compensation,0.0,
Operating Cash Flow,2258829.0,-391578.0
Capital Expenditure,0.0,0.0
Acquisitions and disposals,-0.0,
Investment purchases and sales,-400000000.0,
Investing Cash flow,-402605952.0,-402605952.0
Issuance (repayment) of debt,-0.0,900000.0
Issuance (buybacks) of shares,-856182.0,0.0
Dividend payments,-0.0,0.0
Financing Cash Flow,401093568.0,1050000.0
Effect of forex changes on cash,0.0,
Net cash flow / Change in cash,746445.0,
Free Cash Flow,2258829.0,
Net Cash/Marketcap,0.0,
