Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,20290979.3814,21136514.6481,17296068.7961
Stock-based compensation,1174226.8041,545756.569,992936.1179
Operating Cash Flow,25180154.6392,32394442.7665,25156941.0319
Capital Expenditure,-6477319.5876,-7596194.5032,-3771191.6462
Acquisitions and disposals,-19363917.5258,-25589549.9849,-8660012.285
Investment purchases and sales,31852061.8557,62276351.5554,-117732493.8575
Investing Cash flow,-8855412.3711,16890667.4721,-141068796.0688
Issuance (repayment) of debt,38913917.5258,-10256418.0006,-363636.3636
Issuance (buybacks) of shares,-28879123.7113,-8656901.2383,139357186.7322
Dividend payments,-5927835.0515,-6040471.1568,-7371007.371
Financing Cash Flow,-13910051.5464,-38951978.2543,113589066.3391
Effect of forex changes on cash,-628092.7835,446390.8185,0.0
Net cash flow / Change in cash,1786597.9381,10779522.8028,-2322788.6978
Free Cash Flow,18702835.0515,24798248.2634,21385749.3857
Net Cash/Marketcap,,,
