date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,3161192000.0,2535911000.0,2147413000.0,1423799000.0,994440000.0,734489000.0,362392000.0,171133000.0,96030000.0
,costOfRevenue,2544859000.0,2080946000.0,1768409000.0,1168539000.0,800344000.0,587635000.0,284495000.0,129651000.0,75448000.0
,grossProfit,616333000.0,454965000.0,379004000.0,255260000.0,194096000.0,146854000.0,77897000.0,41482000.0,20582000.0
,grossProfitRatio,0.194968543511435,0.179408898813878,0.176493296818078,0.179280923782079,0.195181207513777,0.199940366703926,0.214952316828186,0.242396264893387,0.214328855565969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,301525000.0,263981000.0,176304000.0,122224000.0,87840000.0,46795000.0,23622000.0,13496000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,341710000.0,301525000.0,263981000.0,176304000.0,122224000.0,87840000.0,46795000.0,23622000.0,13496000.0
,costAndExpenses,2886569000.0,2382471000.0,2032390000.0,1344843000.0,922568000.0,675475000.0,331290000.0,153273000.0,88944000.0
,interestExpense,0.0,0.0,0.0,0.0,5000.0,10000.0,26000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,13141000.0,13382000.0,12031000.0,6973000.0,5580000.0,4713000.0,2941000.0,937000.0,196000.0
,EBITDA,283381000.0,146017000.0,140561000.0,91137000.0,78734000.0,65028000.0,33926000.0,18958000.0,7282000.0
,EBITDARatio,0.0896437166739635,0.0575797021267702,0.0654559695782786,0.0640097373294966,0.079174208599815,0.0885350223080264,0.0936168568842579,0.110779335370735,0.0758304696449026
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,274623000.0,153440000.0,115023000.0,78956000.0,71872000.0,59014000.0,31102000.0,17860000.0,7086000.0
,operatingIncomeRatio,0.0854867404447436,0.060506855327336,0.0535635203847606,0.0554544567035094,0.0722738425646595,0.0803470167694819,0.0858241903794786,0.104363273009881,0.0737894407997501
,totalOtherIncomeExpensesNet,4383000.0,20805000.0,-13507000.0,-5208000.0,-1277000.0,-1291000.0,143000.0,-213000.0,-353000.0
,incomeBeforeTax,270240000.0,132635000.0,128530000.0,84164000.0,73149000.0,60305000.0,30959000.0,18073000.0,7439000.0
,incomeBeforeTaxRatio,0.0854867404447436,0.0523027030522759,0.0598534143175998,0.0591122763817084,0.0735579823820442,0.0821047013638053,0.0854295900571757,0.105607918986987,0.0774653754035197
,incomeTaxExpense,64083000.0,19641000.0,32075000.0,33869000.0,23609000.0,20415000.0,10937000.0,5642000.0,0.0
,netIncome,206157000.0,112994000.0,96455000.0,50295000.0,49540000.0,39890000.0,20022000.0,12379000.0,6138000.0
,netIncomeRatio,0.0652149568896796,0.0445575574221651,0.0449168371431113,0.0353245085858327,0.0498169824222678,0.054309867132115,0.0552495640080355,0.072335551880701,0.0639175257731959
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,6.19,3.66,3.2,2.06,2.34,1.88,1.03,0.93,0.317472
,EPSDiluted,6.13,3.62,3.17,2.03,2.33,1.88,1.03,0.93,0.317472
,weightedAverageShsOut,33312554.0,30886382.0,30084913.0,24280871.0,20679189.0,20569012.0,19226504.0,12873562.0,12873562.0
,weightedAverageShsOutDil,33610098.0,31186952.0,30391346.0,24555509.0,20791937.0,20569012.0,19226504.0,12873562.0,12873562.0
