date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-3975000000.0,3076000000.0,5595000000.0,5106000000.0,1555000000.0,4227000000.0,4762000000.0,3726000000.0,4124000000.0,4775000000.0
,depreciationAndAmortization,1395000000.0,1341000000.0,1356000000.0,1318000000.0,1168000000.0,1078000000.0,995000000.0,947000000.0,913000000.0,908000000.0
,deferredIncomeTax,126000000.0,183000000.0,252000000.0,-1886000000.0,612000000.0,529000000.0,-488000000.0,594000000.0,221000000.0,931000000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-326000000.0,-1525000000.0,-9000000.0,1066000000.0,-1508000000.0,-877000000.0,-704000000.0,826000000.0,3916000000.0,316000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-71000000.0,-204000000.0,-202000000.0,-176000000.0,216000000.0,-144000000.0,-85000000.0,38000000.0,55000000.0,616000000.0
,accountsPayables,-2887000000.0,1941000000.0,-1546000000.0,1153000000.0,1579000000.0,-2300000000.0,-3323000000.0,360000000.0,-985000000.0,58000000.0
,otherWorkingCapital,0.0,2749000000.0,4274000000.0,4283000000.0,3217000000.0,4725000000.0,5602000000.0,6306000000.0,5480000000.0,1564000000.0
,otherNonCashItems,152000000.0,39000000.0,155000000.0,-164000000.0,-142000000.0,138000000.0,-103000000.0,219000000.0,94000000.0,167000000.0
,netCashProvidedByOperatingActivites,2111000000.0,4808000000.0,7573000000.0,3648000000.0,2963000000.0,5713000000.0,3529000000.0,6027000000.0,4296000000.0,5006000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-351000000.0,185000000.0,168000000.0,686000000.0,-314000000.0,26000000.0,1479000000.0,1362000000.0,186000000.0,3514000000.0
,netCashUsedForInvestingActivites,-3079000000.0,-3688000000.0,-2471000000.0,-1146000000.0,-3158000000.0,-5738000000.0,-2294000000.0,-417000000.0,-1535000000.0,2492000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1051000000.0,-1307000000.0,-1144000000.0,-3678000000.0,-833000000.0,-926000000.0,-49000000.0,-1020000000.0,-1210000000.0,-26000000.0
,commonStockIssued,10000000.0,205000000.0,167000000.0,1240000000.0,960000000.0,365000000.0,1000000.0,410000000.0,47000000.0,0.0
,commonStockRepurchased,-443000000.0,-1650000000.0,-4645000000.0,-1590000000.0,-1042000000.0,-1512000000.0,-2282000000.0,-2246000000.0,-356000000.0,0.0
,dividendsPaid,-1575000000.0,-1570000000.0,-1436000000.0,-1395000000.0,-1282000000.0,-1172000000.0,-1062000000.0,-807000000.0,-282000000.0,0.0
,otherFinancingActivites,-328000000.0,28000000.0,-293000000.0,-196000000.0,-71000000.0,-41000000.0,-457000000.0,-16000000.0,-5294000000.0,-7472000000.0
,netCashUsedProvidedByFinancingActivities,1791000000.0,-2511000000.0,-5167000000.0,-2111000000.0,-178000000.0,-2117000000.0,-1362000000.0,-3679000000.0,699000000.0,-7498000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,77000000.0,-14000000.0,-35000000.0,17000000.0,10000000.0,9000000.0,-64000000.0,22000000.0,14000000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,900000000.0,-1405000000.0,-100000000.0,408000000.0,-363000000.0,-2133000000.0,-193000000.0,1926000000.0,0.0,0.0
,cashAtEndOfPeriod,2514000000.0,1614000000.0,3019000000.0,3119000000.0,2711000000.0,3074000000.0,5207000000.0,5400000000.0,3474000000.0,0.0
,cashAtBeginningOfPeriod,1614000000.0,3019000000.0,3119000000.0,2711000000.0,3074000000.0,5207000000.0,5400000000.0,3474000000.0,0.0,0.0
,operatingCashFlow,2111000000.0,4808000000.0,7573000000.0,3648000000.0,2963000000.0,5713000000.0,3529000000.0,6027000000.0,4296000000.0,5006000000.0
,capitalExpenditure,-2920000000.0,-3873000000.0,-2639000000.0,-1832000000.0,-2844000000.0,-5764000000.0,-3773000000.0,-1779000000.0,-1721000000.0,-1022000000.0
,freeCashFlow,-809000000.0,935000000.0,4934000000.0,1816000000.0,119000000.0,-51000000.0,-244000000.0,4248000000.0,2575000000.0,3984000000.0
