date,,2021-06-30_FY,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY
,revenue,1536760000.0,1040765000.0,1015752000.0,917734000.0,888519000.0
,costOfRevenue,1001860000.0,693232000.0,663437000.0,592495000.0,557316000.0
,grossProfit,534900000.0,347533000.0,352315000.0,325239000.0,331203000.0
,grossProfitRatio,0.348069965381712,0.33392072177677,0.346851396797644,0.354393538868561,0.372758489126288
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,9479000.0,9248000.0,12457000.0
,GeneralAndAdministrativeExpenses,0.0,0.0,297350000.0,290446000.0,305617000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,424444000.0,315076000.0,306829000.0,299694000.0,318074000.0
,costAndExpenses,1426304000.0,1008308000.0,970266000.0,892189000.0,875390000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,90077000.0,72091000.0,71400000.0,75260000.0,74280000.0
,EBITDA,186067000.0,105138000.0,119129000.0,101970000.0,80127000.0
,EBITDARatio,0.12107746167261,0.101019922845215,0.117281580543282,0.11111062682651,0.0901804013194991
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,110456000.0,32457000.0,45486000.0,25545000.0,13129000.0
,operatingIncomeRatio,0.062017491345428,0.0321177210993836,0.0447806157408501,0.0278348628251759,0.0147762737769254
,totalOtherIncomeExpensesNet,15150000.0,-970000.0,-2875000.0,-965000.0,8192000.0
,incomeBeforeTax,95306000.0,33427000.0,48361000.0,26510000.0,4937000.0
,incomeBeforeTaxRatio,0.062017491345428,0.0321177210993836,0.0476110310390725,0.0288863657661152,0.00555643717241837
,incomeTaxExpense,24539000.0,8541000.0,10520000.0,-910000.0,5396000.0
,netIncome,71451000.0,24506000.0,37209000.0,27620000.0,451000.0
,netIncomeRatio,0.0464945729977355,0.0235461415401171,0.0366319731588025,0.0300958665582838,0.000507586219315513
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.78,0.62,0.96,0.7,0.0117758932112916
,EPSDiluted,1.71,0.6,0.91,0.68,0.0114174515468419
,weightedAverageShsOut,40211016.0,39478928.0,38848780.0,39282674.0,38298581.0
,weightedAverageShsOutDil,41868580.0,40663224.0,40944800.0,40637744.0,39500934.0
