date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,revenue,3973465000.0,2296314000.0,1439653000.0,1216542000.0,844396000.0,651790000.0,556536000.0,472600000.0,373600000.0,298900000.0,216700000.0,172800000.0,137000000.0,85100000.0
,costOfRevenue,2264255000.0,1194191000.0,742645000.0,496942000.0,307538000.0,214994000.0,158978000.0,130100000.0,98100000.0,72100000.0,46500000.0,36000000.0,27500000.0,18300000.0
,grossProfit,1709210000.0,1102123000.0,697008000.0,719600000.0,536858000.0,436796000.0,397558000.0,342500000.0,275500000.0,226800000.0,170200000.0,136800000.0,109500000.0,66800000.0
,grossProfitRatio,0.430156047681306,0.47995309003908,0.484150000034731,0.591512664585358,0.635789368969062,0.670148360668313,0.714343726192016,0.724714346170123,0.737419700214133,0.758782201405152,0.785417628057222,0.791666666666667,0.799270072992701,0.784958871915394
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,352474000.0,182887000.0,114421000.0,98068000.0,77898000.0,60163000.0,41526000.0,32300000.0,28600000.0,23300000.0,15900000.0,12100000.0,7300000.0,4400000.0
,GeneralAndAdministrativeExpenses,326490000.0,197455000.0,137770000.0,122194000.0,87310000.0,76342000.0,62364509.0,57606340.0,45228145.0,38785083.0,30828146.0,25849596.0,24679801.0,0.0
,SellingAndMarketingExpenses,902554000.0,834022000.0,482447000.0,325375000.0,156296000.0,128609000.0,111627304.0,90484296.0,72002954.0,-64968755.0,-48000000.0,-42000000.0,-40000000.0,-27000000.0
,otherExpenses,0.0,-65000.0,-56000.0,215758000.0,112196000.0,92649000.0,103095325.0,40888139.0,28626880.0,-3648733.0,-7000000.0,-13000000.0,-8000000.0,-2000000.0
,operatingExpenses,1581518000.0,1255284000.0,766490000.0,574729000.0,342085000.0,281374000.0,227591452.0,188978775.0,145857979.0,127103625.0,95567305.0,80851852.0,71962116.0,45191581.0
,costAndExpenses,3845773000.0,2449475000.0,1509135000.0,1160269000.0,663340000.0,512594000.0,436065000.0,319100000.0,243900000.0,199200000.0,142100000.0,116800000.0,99500000.0,63500000.0
,interestExpense,106690000.0,45915000.0,4030000.0,-2203000.0,4272000.0,11295000.0,1325000.0,9600000.0,10800000.0,8600000.0,-2700000.0,13000000.0,8000000.0,2000000.0
