date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2013-05-31_FY,2012-05-31_FY,2011-05-31_FY,2010-05-31_FY,2009-05-31_FY,2008-05-31_FY,2007-05-31_FY,2006-05-31_FY,2005-05-31_FY
,revenue,8681700000.0,8906300000.0,9587300000.0,7409400000.0,7162800000.0,8895300000.0,9055800000.0,4766000000.0,9974100000.0,11107800000.0,9937800000.0,6759100000.0,10298000000.0,9812600000.0,5773700000.0,5305800000.0,4396700000.0
,costOfRevenue,7616800000.0,8009000000.0,8088900000.0,6566600000.0,6352800000.0,7177400000.0,7129200000.0,3938000000.0,7213900000.0,8022800000.0,6816000000.0,5065800000.0,7531300000.0,6652100000.0,4847600000.0,4668400000.0,3871200000.0
,grossProfit,1064900000.0,897300000.0,1498400000.0,842800000.0,810000000.0,1717900000.0,1926600000.0,828000000.0,2760200000.0,3085000000.0,3121800000.0,1693300000.0,2766700000.0,3160500000.0,926100000.0,637400000.0,525500000.0
,grossProfitRatio,0.122660308464932,0.100748908076306,0.156290092101009,0.113747401948876,0.113084268721729,0.193124458983958,0.212747631352283,0.173730591691146,0.27673674817778,0.27773276436378,0.314133912938477,0.250521519137163,0.26866381821713,0.322085889570552,0.160399743665241,0.120132684986241,0.119521459276275
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,371500000.0,354100000.0,341100000.0,301300000.0,304200000.0,361200000.0,382400000.0,212000000.0,427300000.0,410100000.0,372500000.0,360300000.0,321400000.0,335500000.0,309800000.0,241300000.0,207000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,12900000.0,1500000.0,-18800000.0,-3500000.0,-4300000.0,-17200000.0,-66000000.0,77000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
