Date,2018-12-31,2017-12-31,2016-12-31
Revenue,192674000.0,134915000.0,84791000.0
Revenue Growth,0.428113997702257,0.591147645386892,
Cost of Revenue,43537000.0,28788000.0,23962000.0
Gross Profit,149137000.0,106127000.0,60829000.0
R&D Expenses,54463000.0,33650000.0,23663000.0
SG&A Expense,179573000.0,82207000.0,54195000.0
Operating Expenses,234036000.0,115857000.0,77858000.0
Operating Income,-84899000.0,-9730000.0,-17029000.0
Interest Expense,992000.0,862000.0,654000.0
Earnings before Tax,-86087000.0,-9715000.0,-17265000.0
Income Tax Expense,1077000.0,1033000.0,69000.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-87164000.0,-10748000.0,-17334000.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-87164000.0,-10748000.0,-17334000.0
EPS,-1.08,-0.14,-0.23
EPS Diluted,-1.08,-0.14,-0.23
Weighted Average Shs Out,,,
Weighted Average Shs Out (Dil),80981000.0,77147000.0,75721000.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.774,0.7866,0.7174
EBITDA Margin,-0.344,0.025,-0.097
EBIT Margin,-0.4417,-0.0656,-0.1959
Profit Margin,-0.452,-0.08,-0.204
Free Cash Flow margin,-0.4055,-0.1468,-0.3759
EBITDA,-66190000.0,3321000.0,-8256000.0
EBIT,-85095000.0,-8853000.0,-16611000.0
Consolidated Income,-87164000.0,-10748000.0,-17334000.0
Earnings Before Tax Margin,-0.4468,-0.072,-0.2036
Net Profit Margin,-0.4524,-0.0797,-0.2044
