Date,2017-12,2016-12,2015-12,2013-12,2012-12
Revenue,1000000.0,32000000.0,14000000.0,0000000.0,0000000.0
Revenue Growth,,,,,
Cost of Revenue,1000000.0,23000000.0,10000000.0,000000.0,000000.0
Gross Profit,0000000.0,9000000.0,3000000.0,0000000.0,0000000.0
R&D Expenses,,,,,
SG&A Expense,13000000.0,17000000.0,15000000.0,0000000.0,0000000.0
Operating Expenses,13000000.0,22000000.0,18000000.0,0000000.0,0000000.0
Operating Income,-13000000.0,-13000000.0,-14000000.0,-0000000.0,-0000000.0
Interest Expense,1000000.0,5000000.0,1000000.0,000000.0,000000.0
Earnings before Tax,-12000000.0,-17000000.0,-19000000.0,-0000000.0,-0000000.0
Income Tax Expense,0000000.0,0000000.0,000000.0,000000.0,000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-39000000.0,-18000000.0,-19000000.0,-0000000.0,-0000000.0
Preferred Dividends,,,,,
Net Income Com,-39000000.0,-18000000.0,-19000000.0,-0000000.0,-0000000.0
EPS,-4.63,-13.95,-26.60,-0.20,-0.40
EPS Diluted,-4.63,-13.95,-26.60,-0.20,-0.40
Weighted Average Shs Out,10000000.0,1000000.0,1000000.0,0000000.0,0000000.0
Weighted Average Shs Out (Dil),10000000.0,1000000.0,1000000.0,0000000.0,0000000.0
Dividend per Share,,,,,
Gross Margin,0,0.28125,0.21428571428571,,
EBITDA Margin,9,-0.15625,-0.92857142857143,,
EBIT Margin,-38,-0.40625,-1.2857142857143,,
Profit Margin,-39,-0.5625,-1.3571428571429,,
Free Cash Flow margin,,,,,
EBITDA,9000000.0,-5000000.0,-13000000.0,-0000000.0,-0000000.0
EBIT,-38000000,-13000000,-18000000,0,0
Consolidated Income,-39000000.0,-18000000.0,-19000000.0,-0000000.0,-0000000.0
Earnings Before Tax Margin,-12,-0.53125,-1.3571428571429,,
Net Profit Margin,-39,-0.5625,-1.3571428571429,,
