Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,12078000000.0,12460000000.0,11763000000.0,10079000000.0
Revenue Growth,-0.0306581059390048,0.0592535917708068,0.167080067467011,
Cost of Revenue,2915000000.0,5361000000.0,4309000000.0,4451000000.0
Gross Profit,9163000000.0,7099000000.0,7454000000.0,5628000000.0
R&D Expenses,0.0,0.0,0.0,0.0
SG&A Expense,2079000000.0,3564000000.0,3744000000.0,3751000000.0
Operating Expenses,2079000000.0,5633000000.0,5253000000.0,5051000000.0
Operating Income,2461000000.0,1466000000.0,2201000000.0,577000000.0
Interest Expense,231000000.0,160000000.0,174000000.0,136000000.0
Earnings before Tax,2461000000.0,883000000.0,1632000000.0,116000000.0
Income Tax Expense,307000000.0,49000000.0,378000000.0,-217000000.0
Net Income - Non-Controlling int,0.0,423000000.0,395000000.0,325000000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,1820000000.0,834000000.0,1254000000.0,333000000.0
Preferred Dividends,0.0,0.0,0.0,0.0
Net Income Com,1820000000.0,834000000.0,1254000000.0,333000000.0
EPS,3.27,1.49,2.24,0.59
EPS Diluted,3.27,1.48,2.24,0.59
Weighted Average Shs Out,556400000.0,561000000.0,561000000.0,561000000.0
Weighted Average Shs Out (Dil),556500000.0,561000000.0,561000000.0,561000000.0
Dividend per Share,0.282120395328,0.0,0.0,0.0
Gross Margin,0.758652094718,0.5697,0.6337,0.5584
EBITDA Margin,0.182480543136,0.116,0.218,0.026
EBIT Margin,0.20375890048,0.0837,0.1535,0.025
Profit Margin,0.150687199868,0.067,0.107,0.033
Free Cash Flow margin,0.00505050505051,-0.0277,0.1271,-0.0273
EBITDA,2204000000.0,1442000000.0,2564000000.0,261000000.0
EBIT,2461000000.0,1043000000.0,1806000000.0,252000000.0
Consolidated Income,1820000000.0,1257000000.0,1649000000.0,658000000.0
Earnings Before Tax Margin,0.20375890048,0.0709,0.1387,0.0115
Net Profit Margin,0.150687199868,0.0669,0.1066,0.033
