date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,971391000.0,849598000.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,344848000.0,348354000.0,446436000.0,0.0,0.0,0.0,0.0
,grossProfit,626543000.0,501244000.0,581503000.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.644995681450621,0.589977848347101,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,52213000.0,118113000.0,43851000.0,41134000.0,815000.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,978922000.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,67612000.0,129701000.0,43851000.0,41134000.0,0.0,0.0,0.0
,costAndExpenses,412460000.0,478055000.0,43851000.0,41134000.0,815000.0,0.0,0.0
,interestExpense,147007000.0,110402000.0,150000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,179462000.0,152536000.0,0.0,0.0,99861000.0,0.0,0.0
,EBITDA,738393000.0,524079000.0,99069000.0,-41134000.0,99046000.0,0.0,0.0
,EBITDARatio,0.760139840702662,0.616855265666821,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,558931000.0,371543000.0,-43851000.0,-41134000.0,-815000.0,0.0,0.0
,operatingIncomeRatio,0.575392401206105,0.437316236620143,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,-590139000.0,-718721000.0,142906000.0,69720000.0,16944000.0,1264000.0,0.0
,incomeBeforeTax,-178215000.0,-457580000.0,98919000.0,28586000.0,16130000.0,1264000.0,0.0
,incomeBeforeTaxRatio,-0.183463713375973,-0.538584130376955,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,-55688000.0,-102466000.0,32311000.0,26261000.0,6419000.0,483000.0,0.0
,netIncome,-122527000.0,-355114000.0,66608000.0,7264000.0,9711000.0,781000.0,0.0
,netIncomeRatio,-0.126135613774474,-0.417978855882429,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.276809596963673,-0.8,2.37,0.03,0.052,0.004195,0.0
,EPSDiluted,-0.276809596963673,-0.8,2.36,0.03,0.052,0.004195,0.0
,weightedAverageShsOut,476633000.0,442640000.0,187048000.0,186176000.0,186170213.0,186170213.0,186170213.0
,weightedAverageShsOutDil,478278000.0,442640000.0,187398000.0,186176000.0,186170213.0,186170213.0,186170213.0
