date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,12246000000.0,12574000000.0,12337000000.0,12033000000.0,12075000000.0,12554000000.0,12919000000.0,12354000000.0,12188000000.0,12938000000.0,13325000000.0,13032000000.0,13583000000.0,13120000000.0,12137000000.0,11690000000.0,9758000000.0,9827000000.0,8481860000.0,9633962000.0,9431391000.0,7491400000.0,7093000000.0
,costOfRevenue,5097000000.0,5808000000.0,6100000000.0,5928000000.0,6357000000.0,7060000000.0,7807000000.0,7191000000.0,7069000000.0,5001000000.0,5732000000.0,6242000000.0,7584000000.0,7225000000.0,6695000000.0,6714000000.0,5410000000.0,5277000000.0,4065741000.0,4884333000.0,4784571000.0,2739200000.0,2270100000.0
,grossProfit,7149000000.0,6766000000.0,6237000000.0,6105000000.0,5718000000.0,5494000000.0,5112000000.0,5163000000.0,5119000000.0,7937000000.0,7593000000.0,6790000000.0,5999000000.0,5895000000.0,5442000000.0,4976000000.0,4348000000.0,4550000000.0,4416119000.0,4749629000.0,4646820000.0,4752200000.0,4822900000.0
,grossProfitRatio,0.583782459578638,0.538094480674407,0.505552403339548,0.507354774370481,0.473540372670807,0.437629440815676,0.395696261320536,0.417921321029626,0.420003281916639,0.613464213943422,0.569831144465291,0.521025168815224,0.441655009938894,0.449314024390244,0.448380983768641,0.425662959794696,0.445583111293298,0.463010074285133,0.520654549827514,0.49300889914243,0.492697206594446,0.634354059321355,0.679952065416608
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-204000000.0,-59000000.0,-193000000.0,26000000.0,-37000000.0,-16000000.0,-14000000.0,-15000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,4495000000.0,4090000000.0,3704000000.0,3496000000.0,3247000000.0,3067000000.0,2948000000.0,2919000000.0,2780000000.0,5698000000.0,5473000000.0,4891000000.0,4340000000.0,4048000000.0,3775000000.0,3454000000.0,3125000000.0,3291000000.0,2957910000.0,3157603000.0,3312894000.0,3332600000.0,3362000000.0
,costAndExpenses,9592000000.0,9898000000.0,9804000000.0,9424000000.0,9604000000.0,10127000000.0,10755000000.0,10110000000.0,9849000000.0,10699000000.0,11205000000.0,11133000000.0,11924000000.0,11273000000.0,10470000000.0,10168000000.0,8535000000.0,8568000000.0,7023651000.0,8041936000.0,8097465000.0,6071800000.0,5632100000.0
