date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-12-21_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-76023000.0,18703000.0,30641000.0,29478000.0,31483000.0,32966000.0,66873000.0,2982000.0,-1450000.0,-9105000.0,-1217000.0,-1183000.0
,depreciationAndAmortization,53627000.0,51258000.0,47932000.0,46060000.0,48562000.0,48784000.0,34579000.0,18162000.0,14198000.0,11908000.0,2537000.0,2537000.0
,deferredIncomeTax,29000.0,29000.0,-28000.0,396000.0,-426000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,4885000.0,4719000.0,4210000.0,3784000.0,3013000.0,2835000.0,2471000.0,2085000.0,2003000.0,1571000.0,1157000.0,1157000.0
,changeInWorkingCapital,-118742000.0,-17199000.0,-8695000.0,-6878000.0,-8943000.0,4688000.0,13247000.0,-3275000.0,-7130000.0,23000.0,6806000.0,0.0
,accountsReceivables,2940000.0,-102000.0,-437000.0,353000.0,47000.0,-318000.0,243000.0,-68000.0,-41000.0,-1022000.0,-336000.0,-336000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-7962000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4120000.0
,otherWorkingCapital,-145687000.0,-26945000.0,-9746000.0,-1051000.0,5827000.0,14770000.0,10082000.0,-3165000.0,110000.0,7240000.0,7217000.0,411000.0
,otherNonCashItems,1519000.0,1159000.0,1139000.0,865000.0,1290000.0,1803000.0,1663000.0,1175000.0,1915000.0,-9105000.0,1464000.0,0.0
,netCashProvidedByOperatingActivites,-19961000.0,86234000.0,86215000.0,86689000.0,87669000.0,81842000.0,49306000.0,31571000.0,14885000.0,8946000.0,5274000.0,5274000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,-101437000.0,-168481000.0,-22496000.0,-20331000.0,-14931000.0,-245824000.0,-36588000.0,-61981000.0,0.0,-201000000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-197525000.0
,purchasesOfInvestments,0.0,0.0,0.0,-5036000.0,0.0,0.0,-27948000.0,-1649000.0,0.0,-49721000.0,-201135000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,-2234000.0,-5810000.0,-5488000.0,-7425000.0,-1656000.0,2350000.0,-821000.0,-376000.0,0.0
,netCashUsedForInvestingActivites,26806000.0,-44575000.0,-96401000.0,-160645000.0,-21078000.0,-182363000.0,-452988000.0,-235190000.0,-13036000.0,-112523000.0,-201511000.0,-201511000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-76444000.0,-72695000.0,-104399000.0,-153660000.0,-66259000.0,-96499000.0,-312317000.0,-365796000.0,-28194000.0,-98653000.0,-101000.0,-101000.0
,commonStockIssued,182000.0,7298000.0,24486000.0,150691000.0,482000.0,120839000.0,171552000.0,202751000.0,0.0,73600000.0,182490000.0,182490000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,-22000.0,-18000.0,-7000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-16237000.0,-62660000.0,-61590000.0,-52617000.0,-52966000.0,-45264000.0,-26507000.0,-19424000.0,-10610000.0,-9047000.0,0.0,0.0
,otherFinancingActivites,-2400000.0,-257000.0,-1473000.0,-2243000.0,-216000.0,-4154000.0,-8647000.0,-12793000.0,-1729000.0,-5711000.0,-19208000.0,0.0
,netCashUsedProvidedByFinancingActivities,4426000.0,-53814000.0,6024000.0,71171000.0,-75509000.0,106480000.0,414538000.0,203344000.0,-2033000.0,103489000.0,200981000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,11271000.0,-12155000.0,-4162000.0,-2785000.0,-8918000.0,5959000.0,10856000.0,-275000.0,-184000.0,-88000.0,4744000.0,4744000.0
,cashAtEndOfPeriod,31453000.0,20182000.0,32337000.0,9333000.0,12118000.0,21036000.0,15077000.0,4221000.0,4496000.0,4680000.0,4768000.0,4768000.0
,cashAtBeginningOfPeriod,20182000.0,32337000.0,36499000.0,12118000.0,21036000.0,15077000.0,4221000.0,4496000.0,4680000.0,4768000.0,24000.0,24000.0
,operatingCashFlow,-19961000.0,86234000.0,86215000.0,86689000.0,87669000.0,81842000.0,49306000.0,31571000.0,14885000.0,8946000.0,5274000.0,5274000.0
,capitalExpenditure,0.0,-47267000.0,-101437000.0,-155926000.0,-22496000.0,-189778000.0,-419668000.0,-245824000.0,-36588000.0,-61981000.0,0.0,0.0
,freeCashFlow,-19961000.0,86234000.0,86215000.0,86689000.0,87669000.0,81842000.0,49306000.0,31571000.0,14885000.0,-53035000.0,5274000.0,5274000.0
