date,,2021-06-30_FY,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY
,revenue,3021704.0,23684630.0,31220040.0,43897620.0,33592340.0
,costOfRevenue,7257855.0,17564810.0,22248440.0,29110330.0,22852010.0
,grossProfit,-4236151.0,6119820.0,8971600.0,14787290.0,10740330.0
,grossProfitRatio,-1.40190799628289,0.258387823664545,0.287366704206657,0.336858581399174,0.319725568388508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,17131400.0,9223576.0,8153496.0,3985604.0,1813402.0
,SellingAndMarketingExpenses,45384.0,385848.0,702685000.0,1530005000.0,1480855000.0
,otherExpenses,0.0,0.0,-701982315.0,-1528474995.0,-1479374145.0
,operatingExpenses,17176784.0,9609424.0,8856181.0,5515609.0,3294257.0
,costAndExpenses,24434639.0,29236270.0,31304630.0,36779230.0,26146270.0
,interestExpense,0.0,13952.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,878350.0,1173778.0,791534.0,698232.0,575196.0
,EBITDA,-30567097.0,-4350540.0,2375324.0,10409742.0,10297486.0
,EBITDARatio,-10.1158475482708,-0.183686213379732,0.0760833105915303,0.237136819718244,0.30654268205192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-21412935.0,-5551640.0,-84590.0,7118390.0,7446070.0
,operatingIncomeRatio,-7.08637742148139,-0.234398426321205,-0.00270947763039381,0.162158905198049,0.221659759337992
,totalOtherIncomeExpensesNet,-26510.0,131490.0,1753980.0,2533760.0,2426210.0
,incomeBeforeTax,-21439445.0,-5420150.0,1669390.0,9652150.0,9872280.0
,incomeBeforeTaxRatio,-7.09515061700286,-0.22884672464801,0.0534717444308207,0.2198786631257,0.293884855892742
,incomeTaxExpense,0.0,1090400.0,787600.0,2123590.0,1252640.0
,netIncome,-31445447.0,-6628670.0,796190.0,7587920.0,8469650.0
,netIncomeRatio,-10.4065279061086,-0.279872220929776,0.0255025297853558,0.172854929264958,0.25213039639394
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-7.14,-2.24764,0.37,3.53,3.95
,EPSDiluted,-7.14,-2.24764,0.37,3.53,3.95
,weightedAverageShsOut,4401048.0,2949166.0,2146740.0,2146740.0,2146740.0
,weightedAverageShsOutDil,4401048.0,2949166.0,2146740.0,2146740.0,2146740.0
