date,,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,10441570.0,6759700.0,9736540.0,10641680.0,13291100.0,12370000.0,12200000.0,13280000.0,14890000.0,19650000.0,20830000.0,24940000.0,26430000.0,25040000.0,21650000.0,24010000.0,36230000.0,55020000.0,53520000.0,48930000.0,35220000.0,21000000.0,16020000.0,10880000.0
,costOfRevenue,20538710.0,4860930.0,6989990.0,8468100.0,10558450.0,9580000.0,9680000.0,10530000.0,11200000.0,15180000.0,14680000.0,17670000.0,18630000.0,17360000.0,15830000.0,16860000.0,27360000.0,39070000.0,35700000.0,32170000.0,23930000.0,14520000.0,11040000.0,8020000.0
,grossProfit,-10097140.0,1898770.0,2746550.0,2173580.0,2732650.0,2790000.0,2530000.0,2750000.0,3690000.0,4480000.0,6150000.0,7270000.0,7800000.0,7670000.0,5820000.0,7150000.0,8870000.0,15950000.0,17820000.0,16760000.0,11280000.0,6470000.0,4980000.0,2870000.0
,grossProfitRatio,-0.967013581290936,0.280895601875823,0.28208686042475,0.204251584336308,0.205599987961869,0.22554567502021,0.207377049180328,0.207078313253012,0.247817327065144,0.227989821882952,0.295247239558329,0.29149959903769,0.295119182746879,0.306309904153355,0.268822170900693,0.297792586422324,0.244824730886006,0.289894583787714,0.332959641255605,0.342530145105252,0.320272572402044,0.308095238095238,0.310861423220974,0.263786764705882
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,2012550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190000.0,300000.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12470000.0,27730000.0,19540000.0,12030000.0,7950000.0,6320000.0,4710000.0,2610000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,259379.0,259379.0,357056.0,11129.0,10595.0,14092.0,48318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,39662659.0,3995108.0,4794013.0,2356297.0,2357521.0,2280758.0,2314574.0,3688038.0,5747770.0,6286903.0,7288661.0,6371056.0,8261095.0,6313202.0,5858071.0,7128907.0,22341707.0,34076333.0,21025144.0,12469658.0,7936838.0,6400000.0,4890000.0,2870000.0
,costAndExpenses,8856035.0,8856035.0,9784004.0,10824400.0,12915967.0,11862949.0,14220939.0,14172621000.0,16825065000.0,21284023000.0,21784263000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,5210413.0,5210413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39942000.0,-157200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
