date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-288989000.0,-273551000.0,-143255000.0,-83440000.0
,depreciationAndAmortization,1765000.0,438000.0,243000.0,61000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0
,stockBasedCompensation,40251000.0,18696000.0,11583000.0,8717000.0
,changeInWorkingCapital,-92834000.0,17141000.0,-88149000.0,15672000.0
,accountsReceivables,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0
,accountsPayables,4315000.0,6441000.0,1249000.0,3329000.0
,otherWorkingCapital,1985000.0,94819000.0,77678000.0,165827000.0
,otherNonCashItems,-494000.0,2084000.0,662000.0,13117000.0
,netCashProvidedByOperatingActivites,-221172000.0,-224088000.0,-117255000.0,-18215000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1099000.0,-1236000.0,-604000.0,-967000.0
,acquisitionsNet,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-32076000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,29240000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-3935000.0,-1236000.0,-604000.0,-967000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-105420000.0,0.0,0.0,0.0
,commonStockIssued,137004000.0,218925000.0,1857000.0,202275000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0
,otherFinancingActivites,-300000.0,-300000.0,1000.0,-2255000.0
,netCashUsedProvidedByFinancingActivities,145926000.0,273899000.0,45645000.0,200020000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-79181000.0,48575000.0,-72214000.0,0.0
,cashAtEndOfPeriod,78018000.0,157199000.0,108624000.0,180838000.0
,cashAtBeginningOfPeriod,157199000.0,108624000.0,180838000.0,0.0
,operatingCashFlow,-221172000.0,-224088000.0,-117255000.0,-18215000.0
,capitalExpenditure,-1099000.0,-1236000.0,-604000.0,-967000.0
,freeCashFlow,-222271000.0,-225324000.0,-117859000.0,-19182000.0
