date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY
,revenue,822811000.0,847229000.0,813515000.0,747954000.0,730505000.0,788369000.0,988532000.0,1010307000.0,992467000.0,869317000.0,733045000.0,597456000.0,457403000.0,372215000.0,315852000.0,254159000.0,227797000.0,206349000.0,196898000.0,186170000.0,197399000.0,232000000.0,197400000.0,180300000.0,173600000.0,175700000.0,167900000.0,108600000.0,51200000.0,23800000.0
,costOfRevenue,373576000.0,352781000.0,330605000.0,312444000.0,302275000.0,343426000.0,373435000.0,369623000.0,368239000.0,334379000.0,285566000.0,237522000.0,139402000.0,118007000.0,106873000.0,90678000.0,88202000.0,86100000.0,84936000.0,79089000.0,88054000.0,113800000.0,94100000.0,84500000.0,89000000.0,99400000.0,88300000.0,48200000.0,19600000.0,9500000.0
,grossProfit,449235000.0,494448000.0,482910000.0,435510000.0,428230000.0,444943000.0,615097000.0,640684000.0,624228000.0,534938000.0,447479000.0,359934000.0,318001000.0,254208000.0,208979000.0,163481000.0,139595000.0,120249000.0,111962000.0,107081000.0,109345000.0,118200000.0,103300000.0,95800000.0,84600000.0,76300000.0,79600000.0,60400000.0,31600000.0,14300000.0
,grossProfitRatio,0.545975928858511,0.583606085249679,0.593609214335323,0.582268428272327,0.586210908891794,0.564384190651839,0.622232765353069,0.634147838231349,0.628966000884664,0.615354352900035,0.61043864974183,0.6024443641038,0.695231557291929,0.682960117136601,0.661635829439104,0.643223336572775,0.612804382849642,0.58274573659189,0.568629442655588,0.575178600204114,0.55392884462434,0.50948275862069,0.523302938196555,0.531336661120355,0.487327188940092,0.434262948207171,0.474091721262656,0.556169429097606,0.6171875,0.600840336134454
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,49897000.0,63665000.0,53653000.0,53254000.0,68101000.0,72986000.0,61819000.0,52474000.0,397521000.0,342322000.0,289404000.0,246734000.0,231028000.0,188859000.0,157384000.0,133146000.0,117810000.0,102381000.0,93884000.0,89288000.0,104837000.0,96700000.0,79600000.0,74100000.0,69700000.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,17000.0,-1424000.0,5391000.0,423000.0,-1202000.0,-6611000.0,907000.0,205000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,442152000.0,443040000.0,413786000.0,381551000.0,396030000.0,434132000.0,517445000.0,500259000.0,422789000.0,360666000.0,305593000.0,258456000.0,244321000.0,198671000.0,165994000.0,141250000.0,125322000.0,111156000.0,103971000.0,100096000.0,115092000.0,106100000.0,87200000.0,81700000.0,77300000.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,815728000.0,795821000.0,744391000.0,693995000.0,698305000.0,777558000.0,890880000.0,869882000.0,791028000.0,695045000.0,591159000.0,495978000.0,383723000.0,316678000.0,272867000.0,231928000.0,213524000.0,197256000.0,188907000.0,179185000.0,203146000.0,219900000.0,181300000.0,166200000.0,166300000.0,196600000.0,163600000.0,99800000.0,47200000.0,21700000.0
,interestExpense,22472000.0,32637000.0,27834000.0,27803000.0,16477000.0,42202000.0,22832000.0,15166000.0,2478000.0,1690000.0,1385000.0,1425000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,30827000.0,28797000.0,25484000.0,23661000.0,26542000.0,33543000.0,35276000.0,33560000.0,25268000.0,18344000.0,14661000.0,12746000.0,12354000.0,9812000.0,8610000.0,8104000.0,7512000.0,8775000.0,10087000.0,10808000.0,10255000.0,9400000.0,7600000.0,7600000.0,7600000.0,7400000.0,4500000.0,2700000.0,1200000.0,600000.0
