Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,34080000.0,87544000.0,10571000.0,5894000.0
Short-term investments,81363000.0,0.0,0.0,0.0
Cash and short-term investments,115443000.0,87544000.0,10571000.0,5894000.0
Receivables,376000.0,1011000.0,304000.0,10000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,124219000.0,92059000.0,11872000.0,5988000.0
Property, Plant & Equipment Net,2893000.0,1164000.0,1500000.0,949000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,1155000.0,1932000.0,144000.0,0.0
Total non-current assets,4787000.0,1420000.0,1900000.0,1188000.0
Total assets,129006000.0,93479000.0,13772000.0,7176000.0
Payables,3603000.0,3470000.0,1139000.0,1794000.0
Short-term debt,0.0,0.0,0.0,0.0
Total current liabilities,12318000.0,8157000.0,6918000.0,6421000.0
Long-term debt,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,833000.0,365000.0,493000.0,1012000.0
Total liabilities,13151000.0,8522000.0,7411000.0,7433000.0
Other comprehensive income,-28000.0,0.0,0.0,0.0
Retained earnings (deficit),-138502000.0,-96840000.0,-45440000.0,-18100000.0
Total shareholders equity,115500000.0,84602000.0,-45440000.0,-18100000.0
Investments,81363000.0,0.0,0.0,0.0
Net Debt,-115443000.0,-87544000.0,-10571000.0,-5894000.0
Other Assets,8400000.0,3504000.0,997000.0,84000.0
Other Liabilities,8715000.0,4687000.0,5779000.0,4627000.0
