date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-205527000.0,201958000.0,166261000.0,102353000.0,65774000.0,39256000.0,44833000.0
,depreciationAndAmortization,-7928000.0,2163000.0,20366000.0,13635000.0,13250000.0,18262000.0,20299000.0
,deferredIncomeTax,-60779000.0,11840000.0,4464000.0,44388000.0,5980000.0,-2928000.0,11127000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,87000.0,1640000.0,1033000.0
,changeInWorkingCapital,15096322000.0,-4080758000.0,-1702630000.0,-18162896000.0,729628000.0,8404039000.0,5939000.0
,accountsReceivables,-2399000.0,1626000.0,-8985000.0,-7904000.0,-4155000.0,6712000.0,-4079000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,1361000.0,725000.0,1086000.0,425000.0
,otherWorkingCapital,281559000.0,-14814763000.0,-10734005000.0,-9031375000.0,9131521000.0,8401893000.0,-2146000.0
,otherNonCashItems,369958000.0,8541000.0,20499000.0,-38215000.0,-423000.0,7440000.0,-1693000.0
,netCashProvidedByOperatingActivites,513660000.0,306131000.0,191169000.0,144698000.0,118013000.0,110207000.0,92671000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-15009000.0,-12960000.0,-10698000.0,-6428000.0,-5356000.0,-11125000.0,-6409000.0
,acquisitionsNet,0.0,409000000.0,0.0,0.0,0.0,-208000000.0,0.0
,purchasesOfInvestments,-2045844000.0,-1231553000.0,-342500000.0,-369786000.0,-1120250000.0,-478323000.0,-182616000.0
,salesMaturitiesOfInvestments,1132393000.0,746168000.0,380600000.0,258129000.0,688447000.0,302819000.0,164142000.0
,otherInvestingActivites,-6515000.0,-2881000.0,12342000.0,-3203000.0,28489000.0,11984000.0,50809000.0
,netCashUsedForInvestingActivites,-683609000.0,265400000.0,-1771949000.0,-951103000.0,-993358000.0,-1188225000.0,-1350537000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-134922000.0,0.0,-9600000.0,-78000.0,0.0,-75000000.0
,commonStockIssued,0.0,0.0,0.0,155581000.0,0.0,0.0,0.0
,commonStockRepurchased,-30138000.0,-79123000.0,-22010000.0,0.0,0.0,0.0,-32914000.0
,dividendsPaid,-44184000.0,-90095000.0,-45995000.0,0.0,0.0,0.0,-5370000.0
,otherFinancingActivites,2000.0,-528000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,1235131000.0,-362047000.0,1629249000.0,1288291000.0,657063000.0,1074809000.0,1438551000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1065182000.0,209484000.0,48469000.0,481886000.0,-218282000.0,-3209000.0,180685000.0
,cashAtEndOfPeriod,2053946000.0,988764000.0,779280000.0,730811000.0,248925000.0,467207000.0,470416000.0
,cashAtBeginningOfPeriod,988764000.0,779280000.0,730811000.0,248925000.0,467207000.0,470416000.0,289731000.0
,operatingCashFlow,513660000.0,306131000.0,191169000.0,144698000.0,118013000.0,110207000.0,92671000.0
,capitalExpenditure,-15009000.0,6365000.0,7947000.0,17220000.0,28489000.0,30904000.0,50809000.0
,freeCashFlow,498651000.0,293171000.0,180471000.0,138270000.0,112657000.0,99082000.0,86262000.0
