date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,2545626000.0,2311659000.0,2289415000.0,2160153000.0,2068172000.0,2019441000.0,2175044000.0,2132694000.0,2069235000.0,2073529000.0,1927118000.0,1784244000.0,1764365000.0,1461052000.0,1273930000.0,1180985000.0,1090012000.0,1003382000.0,892720000.0,817509000.0,725884000.0,549500000.0,441900000.0,426900000.0,418800000.0,396600000.0,355300000.0,328600000.0,330300000.0,310700000.0,286700000.0,236300000.0,198900000.0,159500000.0,126600000.0,102300000.0
,costOfRevenue,1107804000.0,1054663000.0,1066264000.0,972754000.0,930085000.0,897771000.0,996527000.0,954216000.0,915097000.0,895640000.0,835630000.0,784401000.0,801843000.0,669690000.0,561394000.0,534499000.0,479939000.0,437990000.0,383235000.0,356330000.0,300055000.0,227700000.0,181500000.0,169900000.0,164100000.0,155200000.0,139000000.0,134400000.0,124300000.0,122200000.0,113300000.0,95300000.0,81500000.0,63500000.0,52700000.0,45600000.0
,grossProfit,1437822000.0,1256996000.0,1223151000.0,1187399000.0,1138087000.0,1121670000.0,1178517000.0,1178478000.0,1154138000.0,1177889000.0,1091488000.0,999843000.0,962522000.0,791362000.0,712536000.0,646486000.0,610073000.0,565392000.0,509485000.0,461179000.0,425829000.0,321800000.0,260400000.0,257000000.0,254700000.0,241400000.0,216300000.0,194200000.0,206000000.0,188500000.0,173400000.0,141000000.0,117400000.0,96000000.0,73900000.0,56700000.0
,grossProfitRatio,0.564820598155424,0.543763591429359,0.534263556410699,0.549682823392602,0.550286436524622,0.555435885475238,0.541835935273034,0.552577162968527,0.557760718333104,0.568060056068664,0.566383584191523,0.560373469099518,0.545534512416649,0.541638490621826,0.559321155793489,0.54741254122618,0.559693838232974,0.563486289369353,0.570710861188279,0.564127122759505,0.586635054636829,0.585623293903549,0.589273591310251,0.602014523307566,0.608166189111748,0.608673726676752,0.608781311567689,0.590992087644553,0.62367544656373,0.606694560669456,0.60481339379142,0.596699111299196,0.590246354952237,0.601880877742947,0.583728278041074,0.55425219941349
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,226598000.0,202710000.0,199196000.0,250301000.0,205864000.0,192972000.0,220333000.0,210952000.0,214040000.0,186439000.0,172266000.0,163585000.0,159518000.0,140535000.0,123376000.0,115104000.0,108344000.0,94270000.0,82935000.0,76543000.0,68140000.0,51200000.0,41400000.0,46100000.0,39600000.0,34700000.0,30200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,800267000.0,824625000.0,834783000.0,808942000.0,816724000.0,761990000.0,808200000.0,798070000.0,682898000.0,696294000.0,635213000.0,601468000.0,591304000.0,507978000.0,438949000.0,416084000.0,378264000.0,325360000.0,289175000.0,272610000.0,247613000.0,194500000.0,167000000.0,164800000.0,155500000.0,150300000.0,132600000.0,167200000.0,177600000.0,154300000.0,138700000.0,112000000.0,91200000.0,74500000.0,58700000.0,46000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,-100000.0,36593000.0,12197000.0,14850000.0,11080000.0,300000.0,500000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1026865000.0,1027335000.0,1033979000.0,1059243000.0,1022588000.0,954962000.0,1028533000.0,1009022000.0,896938000.0,882733000.0,807479000.0,765053000.0,750822000.0,648513000.0,562325000.0,531188000.0,486608000.0,419630000.0,372110000.0,349153000.0,359062000.0,273200000.0,229400000.0,230400000.0,213000000.0,201700000.0,179600000.0,183800000.0,191500000.0,166400000.0,149000000.0,119900000.0,97600000.0,79600000.0,62000000.0,48000000.0
,costAndExpenses,2134669000.0,2081998000.0,2100243000.0,2031997000.0,1952673000.0,1852733000.0,2025060000.0,1963238000.0,1812035000.0,1778373000.0,1643109000.0,1549454000.0,1552665000.0,1318203000.0,1123719000.0,1065687000.0,966547000.0,857620000.0,755345000.0,705483000.0,659117000.0,500900000.0,410900000.0,400300000.0,377100000.0,356900000.0,318600000.0,318200000.0,315800000.0,288600000.0,262300000.0,215200000.0,179100000.0,143100000.0,114700000.0,93600000.0
,interestExpense,-21861000.0,23416000.0,23962000.0,21914000.0,21942000.0,21692000.0,22131000.0,61271000.0,51112000.0,53135000.0,63717000.0,47024000.0,32113000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
