Date,2018-03-31,2018-03,2017-03-31,2017-03,2016-03-31,2016-03,2015-03-31,2015-03,2014-03-31,2014-03,2013-03-31,2012-03-31
Cash and cash equivalents,46277000.0,46000000.0,91332000.0,91000000.0,88323000.0,88000000.0,107015000.0,107000000.0,73589000.0,74000000.0,54910000.0,45843000.0
Short-term investments,120506000.0,121000000.0,51561000.0,52000000.0,41474000.0,41000000.0,26109000.0,26000000.0,29102000.0,29000000.0,23354000.0,21689000.0
Cash and short-term investments,166783000.0,121000000.0,142893000.0,52000000.0,129797000.0,41000000.0,133124000.0,26000000.0,102691000.0,29000000.0,78264000.0,67532000.0
Receivables,48164000.0,48000000.0,40568000.0,41000000.0,35148000.0,35000000.0,29015000.0,29000000.0,28833000.0,29000000.0,40005000.0,30694000.0
Inventories,44121000.0,44000000.0,39010000.0,39000000.0,35131000.0,35000000.0,36179000.0,36000000.0,26978000.0,27000000.0,26786000.0,19597000.0
Total current assets,264248000.0,77000000.0,233178000.0,72000000.0,212198000.0,59000000.0,209861000.0,59000000.0,165418000.0,52000000.0,152963000.0,127397000.0
Property Plant & Equipment Net,35419000.0,35000000.0,34260000.0,34000000.0,26842000.0,27000000.0,27316000.0,27000000.0,27176000.0,27000000.0,25330000.0,24296000.0
Goodwill and Intangible Assets,1017000.0,1000000,1171000.0,1000000,1324000.0,1000000,1491000.0,1000000,1624000.0,2000000,3122000.0,3990000.0
Long-term investments,19240000.0,23000000.0,22171000.0,25000000.0,22458000.0,25000000.0,24181000.0,27000000.0,18491000.0,21000000.0,17000000.0,23442000.0
Tax assets,0.0,8000000.0,5644000.0,4000000.0,4810000.0,4000000.0,6575000.0,3000000.0,4464000.0,2000000.0,643000.0,0.0
Total non-current assets,76855000.0,7000000.0,72468000.0,6000000.0,59182000.0,6000000.0,59203000.0,8000000.0,51568000.0,6000000.0,48800000.0,54439000.0
Total assets,341103000.0,341000000.0,305646000.0,306000000.0,271380000.0,271000000.0,269064000.0,269000000.0,216986000.0,217000000.0,201763000.0,181836000.0
Payables,11775000.0,12000000.0,7517000.0,8000000.0,7292000.0,7000000.0,7277000.0,7000000.0,6111000.0,6000000.0,8123000.0,6381000.0
Short-term debt,100000.0,,100000.0,,100000.0,,100000.0,,100000.0,,100000.0,0.0
Total current liabilities,43880000.0,44000000.0,33443000.0,33000000.0,29172000.0,29000000.0,41285000.0,41000000.0,16865000.0,17000000.0,20019000.0,17431000.0
Long-term debt,177000.0,0000000.0,278000.0,0000000.0,379000.0,0000000.0,480000.0,0000000.0,581000.0,1000000.0,682000.0,783000.0
Total debt,277000.0,0000000.0,378000.0,0000000.0,479000.0,0000000.0,580000.0,0000000.0,681000.0,1000000.0,782000.0,783000.0
Deferred revenue,816000.0,2000000.0,1415000.0,1000000.0,1600000.0,2000000.0,1322000.0,3000000.0,1208000.0,4000000.0,1362000.0,1212000.0
Tax Liabilities,1456000.0,0000000.0,2151000.0,0000000.0,1145000.0,0000000.0,4829000.0,0000000.0,1144000.0,000000.0,440000.0,266000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,6530000.0,7000000.0,5979000.0,6000000.0,5896000.0,6000000.0,7585000.0,8000000.0,6205000.0,6000000.0,5550000.0,4620000.0
Total liabilities,50410000.0,50000000.0,39422000.0,39000000.0,35068000.0,35000000.0,48870000.0,49000000.0,23070000.0,23000000.0,25569000.0,22051000.0
Other comprehensive income,0.0,-0000000.0,0.0,-0000000.0,0.0,-0000000.0,0.0,-0000000.0,0.0,-0000000.0,0.0,0.0
Retained earnings (deficit),143870000.0,144000000.0,130304000.0,130000000.0,109303000.0,109000000.0,87643000.0,88000000.0,69318000.0,69000000.0,55133000.0,49697000.0
Total shareholders equity,290693000.0,291000000.0,266224000.0,266000000.0,236312000.0,236000000.0,220194000.0,220000000.0,193916000.0,194000000.0,176194000.0,159785000.0
Investments,139746000.0,23000000.0,73732000.0,25000000.0,63932000.0,25000000.0,50290000.0,27000000.0,47593000.0,21000000.0,40354000.0,45131000.0
Net Debt,-46000000.0,-46000000,-90954000.0,-91000000,-87844000.0,-88000000,-106435000.0,-107000000,-72908000.0,-73000000,-54128000.0,-45060000.0
Other Assets,0.0,9000000,0.0,8000000,0.0,3000000,0.0,2000000,0.0,0,0.0,0.0
Other Liabilities,0.0,7000000,0.0,15000000,0.0,13000000,0.0,22000000,0.0,8000000,0.0,0.0
