date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-166411157.0,-119359219.0,-96967830.0,-88205772.0,-73740339.0,-29187606.0,-36121713.0,-66028448.0,-19668955.0,-15252945.0,-17613796.0,-24411485.0,-12965622.0,-11204443.0,-12479124.0,-15296852.0,-10972931.0,-4664907.0,-5964827.0,-6360000.0,-8640355.0,-9599942.0,-6600000.0
,depreciationAndAmortization,4627790.0,5516442.0,4996767.0,3469041.0,3085964.0,1918630.0,1569273.0,2099289.0,1994920.0,2011714.0,2108541.0,1676978.0,993027.0,954641.0,911643.0,799317.0,573041.0,584413.0,619344.0,520000.0,655497.0,566358.0,400000.0
,deferredIncomeTax,0.0,-260818.0,0.0,-150027.0,-849.0,-2083600.0,27537.0,32274.0,22806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,15647523.0,10901320.0,10654622.0,13070962.0,10479135.0,6186848.0,5428946.0,1868345.0,1345613.0,1654823.0,1174867.0,2157879.0,1137299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-71071816.0,9696583.0,-50441669.0,22182528.0,-59610326.0,55461200.0,55206199.0,22125798.0,-13272730.0,4423566.0,-8776269.0,24662597.0,-25095481.0,4446162.0,7018458.0,1148347.0,443532.0,11553245.0,-962669.0,-4732140.0,-2773295.0,133671.0,-200000.0
,accountsReceivables,-17015471.0,2616288.0,2686844.0,9818306.0,-8521899.0,-4528852.0,499176.0,-2471130.0,-362524.0,33743.0,213024.0,1392080.0,464825.0,0.0,0.0,0.0,0.0,0.0,88639.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-253423.0,-21356.0,-300000.0
,accountsPayables,3251478.0,-4337829.0,550407.0,2829807.0,6367965.0,6456581.0,1487072.0,2164045.0,-790844.0,0.0,0.0,428353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-25418912.0,62211648.0,52515065.0,102956734.0,80774206.0,140384532.0,84923332.0,29717133.0,7591335.0,20864065.0,16440499.0,25216768.0,554171.0,25649652.0,21203490.0,14185032.0,13036685.0,12593153.0,1039908.0,2002577.0,6734717.0,9508012.0,0.0
,otherNonCashItems,4077686.0,5230954.0,-360795.0,-806819.0,-127554.0,-177561.0,57187.0,315486.0,-1147.0,-8651222.0,-2247397.0,1043476.0,-4546274.0,-623407.0,1578512.0,0.0,0.0,0.0,-5811660.0,340000.0,0.0,0.0,100000.0
,netCashProvidedByOperatingActivites,-177979046.0,-97850136.0,-73550156.0,-63208921.0,-62555052.0,-12438901.0,-29823644.0,-15381437.0,-22306785.0,-19755717.0,-11937528.0,-14080192.0,-11126518.0,-11513749.0,-7043148.0,-12338318.0,-6800489.0,-2748415.0,-4959618.0,-5560000.0,-8370501.0,-8790736.0,-6300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,-2085022.0,-10293902.0,-2738470.0,-2781544.0,-1379980.0,-176925.0,-240986.0,-161187.0,-181649.0,-48368.0,-121946.0,-645730.0,-1365175.0,-286907.0,-102365.0,-59618.0,0.0,-320000.0,-263970.0,-289511.0,-500000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-156216677.0,-100950301.0,-88155046.0,-95700144.0,-57317671.0,-63526830.0,-47185945.0,-15399495.0,-9142220.0,-18294737.0,-8000000.0,0.0,-4500000.0,-18602985.0,-24000000.0,0.0,0.0,0.0,0.0,0.0,-2804468.0,0.0,0.0
,salesMaturitiesOfInvestments,103116441.0,92893232.0,132659976.0,77162902.0,76528030.0,10484267.0,12753719.0,4339577.0,14008771.0,7206000.0,19710000.0,0.0,8000000.0,16400000.0,9300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-2774851.0,0.0,0.0,0.0,0.0,0.0,-1379980.0,0.0,0.0,0.0,32500.0,0.0,0.0,0.0,0.0,-447764.0,-336752.0,-280499.0,0.0,0.0,-320587.0,-495581.0,-300000.0
,netCashUsedForInvestingActivites,-58795751.0,-9044995.0,42419908.0,-27831144.0,16271889.0,-54824107.0,-35812206.0,-9236843.0,5275565.0,-10899924.0,11435871.0,1446345.0,2916202.0,-2848715.0,-16065175.0,-3075699.0,-439117.0,-340117.0,-389154.0,2490000.0,-3389025.0,-785092.0,-800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12175912.0,-160841.0,-111071.0,0.0,0.0,0.0,0.0,0.0,-27475.0,0.0,0.0,0.0,0.0
,commonStockIssued,454486400.0,9089010.0,29227776.0,94347922.0,6295761.0,81902363.0,59209182.0,32883705.0,5325141.0,27994601.0,2314124.0,28406356.0,1088.0,16290322.0,14325730.0,15304716.0,11945272.0,15694176.0,698793.0,0.0,5798169.0,2017042.0,6800000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290000.0,0.0,0.0,0.0
