date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,revenue,8598900000.0,8225400000.0,8202000000.0,7011300000.0,6286400000.0,5568700000.0,5345500000.0,4614669000.0,4292065000.0,3939786000.0,3554101000.0,2820065000.0,3236471000.0,2851041000.0,2471430000.0,1808147000.0,1530446000.0,1239504000.0,1062002000.0,1103771000.0,1359702000.0,1010600000.0,918900000.0,884300000.0,776200000.0,783200000.0,692700000.0,604000000.0,457700000.0,489100000.0,420900000.0
,costOfRevenue,5934800000.0,5609400000.0,5547100000.0,4701400000.0,4246400000.0,3789200000.0,3651700000.0,3163835000.0,2948853000.0,2696126000.0,2395873000.0,1933511000.0,2187318000.0,1920900000.0,1683250000.0,1162004000.0,999965000.0,820724000.0,700302000.0,704278000.0,884148000.0,661300000.0,599200000.0,569500000.0,494000000.0,506100000.0,457600000.0,404700000.0,313300000.0,326900000.0,286900000.0
,grossProfit,2664100000.0,2616000000.0,2654900000.0,2309900000.0,2040000000.0,1779500000.0,1693800000.0,1450834000.0,1343212000.0,1243660000.0,1158228000.0,886554000.0,1049153000.0,930141000.0,788180000.0,646143000.0,530481000.0,418780000.0,361700000.0,399493000.0,475554000.0,349300000.0,319700000.0,314800000.0,282200000.0,277100000.0,235100000.0,199300000.0,144400000.0,162200000.0,134000000.0
,grossProfitRatio,0.309818697740409,0.318039244292071,0.323689344062424,0.329453881591146,0.324510053448715,0.31955393538887,0.316864652511458,0.314396113784109,0.312952390050011,0.315666891551978,0.325884942493193,0.314373604863718,0.324165734838965,0.326246097478079,0.318916578660937,0.357350923348599,0.346618567398,0.337860950831946,0.340583162743573,0.361934676667533,0.349748694934625,0.345636255689689,0.347915986505605,0.35598778695013,0.363566091213605,0.353804902962206,0.339396564169193,0.329966887417219,0.315490495958051,0.331629523614803,0.318365407460204
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1014200000.0,971400000.0,959500000.0,878300000.0,798200000.0,669100000.0,645100000.0,548038000.0,512867000.0,507795000.0,457871000.0,397641000.0,416914000.0,377283000.0,342841000.0,252150000.0,215008000.0,177353000.0,152928000.0,155810000.0,186052000.0,145900000.0,132000000.0,125100000.0,114700000.0,114000000.0,102200000.0,89400000.0,75100000.0,79500000.0,67400000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,3600000.0,8600000.0,3200000.0,-3100000.0,-3000000.0,-2000000.0,-1900000.0,-1587000.0,-1403000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1014200000.0,971400000.0,959500000.0,878300000.0,798200000.0,669100000.0,645100000.0,548038000.0,512867000.0,507795000.0,457871000.0,397641000.0,416914000.0,377283000.0,363588000.0,302816000.0,253837000.0,214360000.0,187753000.0,202466000.0,231131000.0,188700000.0,170000000.0,159400000.0,144200000.0,142400000.0,131000000.0,118000000.0,101100000.0,109400000.0,94100000.0
