date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,198420000.0,180501000.0,179630000.0,162548000.0,127696000.0,104086000.0,95421000.0,102498000.0,100957000.0,79503000.0,56803000.0,41139000.0
,costOfRevenue,69803000.0,71402000.0,67743000.0,64927000.0,49075000.0,39510000.0,37236000.0,38309000.0,36621000.0,31507000.0,21175000.0,15866000.0
,grossProfit,128617000.0,109099000.0,111887000.0,97621000.0,78621000.0,64576000.0,58185000.0,64189000.0,64336000.0,47996000.0,35628000.0,25273000.0
,grossProfitRatio,0.648205826025602,0.604423244192553,0.622874798196292,0.600567217068189,0.615688823455707,0.620410045539266,0.609771433961078,0.626246365782747,0.637261408322355,0.603700489289712,0.627220393289087,0.614331899171103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,38820000.0,34280000.0,30879000.0,27685000.0,18266000.0,16990000.0,18035000.0,14915000.0,11618000.0,9335000.0,6698000.0,5992000.0
,GeneralAndAdministrativeExpenses,28382000.0,25774000.0,25099000.0,23970000.0,24499000.0,16734000.0,18062000.0,14906000.0,14390000.0,11316000.0,6723000.0,3489000.0
,SellingAndMarketingExpenses,65494000.0,63168000.0,62214000.0,59986000.0,52811000.0,47647000.0,49611000.0,44928000.0,33432000.0,28151000.0,20953000.0,16468000.0
,otherExpenses,-640000.0,-158000.0,-1523000.0,-42000.0,-467000.0,-347000.0,-249000.0,-53000.0,-1463000.0,0.0,0.0,0.0
,operatingExpenses,132696000.0,123222000.0,118192000.0,111641000.0,95576000.0,81371000.0,85708000.0,74749000.0,59440000.0,48802000.0,34374000.0,25949000.0
,costAndExpenses,202499000.0,194624000.0,185935000.0,176568000.0,144651000.0,120881000.0,122944000.0,113058000.0,96061000.0,80309000.0,55549000.0,41815000.0
,interestExpense,9354000.0,8116000.0,4846000.0,0.0,0.0,0.0,0.0,0.0,84000.0,332000.0,77000.0,141000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,6387000.0,7289000.0,7662000.0,7643000.0,3770000.0,3271000.0,3014000.0,2542000.0,2615000.0,2010000.0,955000.0,754000.0
,EBITDA,2308000.0,-6834000.0,1357000.0,-6377000.0,-13185000.0,-13524000.0,-24509000.0,-8018000.0,7511000.0,1204000.0,2209000.0,78000.0
,EBITDARatio,0.0116318919463764,-0.0378612860870577,0.00755441741357234,-0.0392314885449221,-0.103253038466358,-0.129931018580789,-0.256851217237296,-0.0782259166032508,0.0743980110344008,0.0151440826132347,0.0388887910849779,0.00189601108437249
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-4079000.0,-14123000.0,-6305000.0,-14020000.0,-16955000.0,-16795000.0,-27523000.0,-10560000.0,4896000.0,-806000.0,1254000.0,-676000.0
,operatingIncomeRatio,-0.0205574034875517,-0.0782433338319455,-0.0350999276290152,-0.0862514457268007,-0.132776281167773,-0.161356954825817,-0.288437555674327,-0.103026400515132,0.0484958942916291,-0.0101379822145076,0.0220762987870359,-0.0164320960645616
,totalOtherIncomeExpensesNet,0.0,-158000.0,-1523000.0,-42000.0,-467000.0,-347000.0,-805000.0,-53000.0,-1463000.0,-1073000.0,-367000.0,-227000.0
,incomeBeforeTax,-10904000.0,-17960000.0,-10025000.0,-13458000.0,-16738000.0,-16633000.0,-27973000.0,-10356000.0,3520000.0,-2194000.0,843000.0,-992000.0
,incomeBeforeTaxRatio,-0.0549541376877331,-0.0995008337903945,-0.0558091632800757,-0.0827940054630017,-0.131076932715199,-0.159800549545568,-0.293153498705736,-0.101036117777908,0.0348663292292758,-0.0275964429015257,0.0148407654525289,-0.0241133717397117
,incomeTaxExpense,1248000.0,20000.0,-351000.0,759000.0,529000.0,473000.0,324000.0,109000.0,627000.0,285000.0,-367000.0,0.0
,netIncome,-9656000.0,-17980000.0,-9674000.0,-14217000.0,-17267000.0,-17106000.0,-28297000.0,-10465000.0,2893000.0,-2479000.0,1210000.0,-992000.0
,netIncomeRatio,-0.0486644491482713,-0.0996116365006288,-0.0538551466904192,-0.0874633954278121,-0.135219584012029,-0.164344868666295,-0.29654897768835,-0.102099553162013,0.0286557643353111,-0.0311812132875489,0.0213016918120522,-0.0241133717397117
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.299736147757256,-0.57,-0.32,-0.5,-0.64,-0.66,-1.12,-0.43,0.160909950497803,-0.74,0.35905,-0.294362
,EPSDiluted,-0.299736147757256,-0.57,-0.32,-0.5,-0.64,-0.66,-1.12,-0.43,0.140382375776398,-0.74,0.35905,-0.294362
,weightedAverageShsOut,32215000.0,31273000.0,30041000.0,28655000.0,26859000.0,25971000.0,25329000.0,24621000.0,17979000.0,3370000.0,3370000.0,3370000.0
,weightedAverageShsOutDil,32215000.0,31273000.0,30041000.0,28655000.0,26859000.0,25971000.0,25329000.0,24621000.0,20608000.0,3370000.0,3370000.0,3370000.0
