date,,2020-12-27_FY,2019-12-29_FY,2018-12-30_FY,2017-12-31_FY,2016-12-25_FY,2015-12-27_FY,2014-12-28_FY,2013-12-29_FY,2012-12-30_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,320952000.0,426357000.0,398200000.0,369589000.0,330613000.0,287062000.0,245101000.0,204361000.0,172640000.0,130583000.0,94908000.0,69394000.0
,costOfRevenue,79033000.0,110152000.0,101946000.0,225116000.0,85542000.0,75686000.0,69159000.0,55894000.0,46475000.0,36139000.0,75966000.0,54178000.0
,grossProfit,241919000.0,316205000.0,296254000.0,144473000.0,245071000.0,211376000.0,175942000.0,148467000.0,126165000.0,94444000.0,18942000.0,15216000.0
,grossProfitRatio,0.753754455494903,0.741643739870578,0.743982923154194,0.390901785496863,0.741262442795655,0.736342671617978,0.717834688556962,0.726493802633575,0.730798192771084,0.723248814929968,0.199582753824757,0.219269677493731
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,19463000.0,209560000.0,199460000.0,44303000.0,155842000.0,133237000.0,114064000.0,8709000.0,8039000.0,79572000.0,7252000.0,6290000.0
,SellingAndMarketingExpenses,2732000.0,5555000.0,3929000.0,2756000.0,2390000.0,2249000.0,1719000.0,1306000.0,1319000.0,964000.0,655000.0,533000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,24927000.0,312769000.0,292986000.0,122314000.0,220730000.0,192627000.0,159990000.0,107165000.0,10905000.0,84984000.0,10639000.0,8372000.0
,costAndExpenses,329496000.0,422921000.0,394932000.0,347430000.0,306272000.0,268313000.0,229149000.0,188987000.0,159344000.0,121123000.0,86605000.0,62550000.0
,interestExpense,-257000.0,122000.0,83000.0,65000.0,63000.0,110000.0,124000.0,109000.0,3923000.0,4362000.0,3584000.0,3114000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,9233000.0,20739000.0,19804000.0,17560000.0,15081000.0,12827000.0,10310000.0,7661000.0,5928000.0,4448000.0,2732000.0,1549000.0
,EBITDA,689000.0,24175000.0,23072000.0,41081000.0,39422000.0,31576000.0,26262000.0,23035000.0,17551000.0,13908000.0,11035000.0,8393000.0
,EBITDARatio,0.00214673845310202,0.0567013089969204,0.0579407332998493,0.111153199905841,0.11923911037981,0.109997143474232,0.107147665656199,0.112717201422972,0.101662418906395,0.106506972576829,0.116270493530577,0.120947055941436
