date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY
,revenue,1658000.0,5865000.0,31721000.0,31046000.0,54552000.0,61351000.0,46253000.0,64321000.0,72472000.0,25027610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,3947000.0,14752000.0,19405000.0,35453000.0,37617000.0,30282000.0,55872000.0,66170000.0,21854905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,1658000.0,1918000.0,16969000.0,11641000.0,19099000.0,23734000.0,15971000.0,8449000.0,6302000.0,3172705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.327024722932651,0.534945304372498,0.374959737164208,0.350106320574864,0.386855959968053,0.345296521306726,0.131356788607142,0.0869577216028259,0.126768197203009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,8762000.0,0.0,11920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,14344000.0,14453000.0,14341000.0,15198000.0,15898000.0,12325000.0,11342000.0,12828000.0,11117000.0,0.0,3673174.32784,3404768.365962,3888720.179624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,38000.0,0.0,0.0,0.0,0.0,316000.0,279000.0,1074000.0,1239000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,388000.0,13695000.0,16859000.0,14213000.0,32258000.0,-1135000.0,186000.0,855000.0,-178000.0,0.0,0.0,-239230.471022,798752.923566,852271.868506,-4322704.4722,0.0,0.0,0.0,0.0,-408.304716,0.0,0.0
,operatingExpenses,0.0,28148000.0,33702000.0,32708000.0,51299000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,24641000.0,46446000.0,53033000.0,59504000.0,93326000.0,75643000.0,53201000.0,92347000.0,89558000.0,33298493.0,3776846.872892,3528455.126963,4005890.167462,5518168.335538,8852798.146656,1219201.146337,504777.878123,301359.033928,120871.635963,88983.333858,86559.289791,91761.182109
,interestExpense,952000.0,-1208000.0,-617000.0,-1431000.0,-2146000.0,2035000.0,1689000.0,1472000.0,1920000.0,462627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15478.083377,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,1213000.0,3790000.0,4636000.0,4258000.0,5364000.0,3890000.0,5342000.0,6137000.0,0.0,103672.545052,123686.761,117169.987838,166943.132439,135407.937147,14241.447251,0.0,0.0,0.0,0.0,0.0,0.0
