date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-96107000.0,-40376000.0,-4978000.0,-181546000.0,6631000.0
,depreciationAndAmortization,25429000.0,11184000.0,3366000.0,4788000.0,4765000.0
,deferredIncomeTax,-3243000.0,-52651000.0,-1260000.0,-132669000.0,9581000.0
,stockBasedCompensation,471000.0,1871000.0,3842000.0,5911000.0,6404000.0
,changeInWorkingCapital,-19894000.0,-1855000.0,597000.0,-15349000.0,8002000.0
,accountsReceivables,-3194000.0,6025000.0,-1383000.0,-7596000.0,-11464000.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-5174000.0,-4815000.0,-4415000.0,-3336000.0,22126000.0
,otherNonCashItems,97629000.0,85234000.0,31333000.0,347075000.0,7655000.0
,netCashProvidedByOperatingActivites,4285000.0,3407000.0,32900000.0,28210000.0,43038000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-73000.0,-64000.0,-4233000.0,-3061000.0,-3325000.0
,acquisitionsNet,0.0,165928000.0,0.0,0.0,-147587000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,458000.0,0.0,5757000.0,0.0
,otherInvestingActivites,7943000.0,-180000.0,4061000.0,157000.0,-1976000.0
,netCashUsedForInvestingActivites,7870000.0,166142000.0,-172000.0,2853000.0,-152888000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-24150000.0,-175661000.0,-117456000.0,-28300000.0,-19000000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-77000.0,-272000.0,-2427000.0,-1161000.0,-638000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,19266000.0,-1447000.0,82860000.0,-1833000.0,107061000.0
,netCashUsedProvidedByFinancingActivities,-4961000.0,-177380000.0,-37023000.0,-31294000.0,87423000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,7194000.0,-7831000.0,-4295000.0,-231000.0,-22427000.0
,cashAtEndOfPeriod,15501000.0,8307000.0,16138000.0,18902000.0,19133000.0
,cashAtBeginningOfPeriod,8307000.0,16138000.0,20433000.0,19133000.0,41560000.0
,operatingCashFlow,4285000.0,3407000.0,32900000.0,28210000.0,43038000.0
,capitalExpenditure,-180000.0,-200000.0,-4528000.0,-3396000.0,-3825000.0
,freeCashFlow,4105000.0,3207000.0,28372000.0,24814000.0,39213000.0
